,sigmoidal,1,2,3
0,219797500.0,255620500.0,246276900.0,230675700.0
1,5.643184632923222e-77,3.1673757315170927e-102,1.9252011264588114e-71,1.5083541399377493e-32
2,0.7541467796469697,0.42504650123789983,0.65128892125506,0.8060636854768528
