promoter,Cecum,Ascending colon,Hepatic flexure of colon,Transverse colon,Descending colon,Sigmoid colon,Rectosigmoid junction,"Rectum, NOS"
NADK_3,0.0697623300589665,0.0720844475949385,0.062641237868797,0.0731665495727125,0.065690457820656,0.070744866887876,0.071383822521572,0.068820905287787
NADK_1,0.0496417425421635,0.0576088964861905,0.043110711037808,0.0532703286751035,0.063864282822871,0.0536122874136105,0.056260900951969,0.0581596803355315
GNB1_2,0.0643718371830575,0.063371292453071,0.064457851476293,0.06212739645459,0.058420811594674,0.06425737176542,0.058101250262363,0.0622142264576985
GNB1_1,0.1263440066321575,0.121591178430931,0.121759720034648,0.121071715914212,0.130066399581616,0.116274611816022,0.122593228748319,0.106007192470709
TMEM52_2,0.038903012731098,0.0397607224977705,0.038556201601005,0.036253077610088,0.037216440426866,0.038416713482955,0.040076676748706,0.037519821446894
TMEM52_1,0.1982394751808495,0.2015303767454285,0.183454807044797,0.2031869015832444,0.187861477958653,0.1942933295700225,0.185628726176824,0.1920117336093404
CFAP74_1,0.360148923907055,0.313160205678954,0.248434454989134,0.240074686340687,0.180530314291661,0.182507127104492,0.17087825159116,0.1990095929088465
GABRD_1,0.4154003099659284,0.373501898213036,0.385646059408221,0.27449637734162,0.262301972381169,0.248769333964115,0.287262462293155,0.260268180600527
PRKCZ_1,0.095842063393897,0.1030242452574955,0.095062505429326,0.1172448142057735,0.077769558992286,0.0829841896330295,0.086981096025806,0.0741103967387515
FAAP20_1,0.0288553994165285,0.031341455853798,0.030010514789808,0.029984460929752,0.027751691799732,0.0297349551643325,0.028474784365525,0.0285953846473495
SKI_1,0.019358712884294,0.0196017645540379,0.021245007490048,0.0201226846647099,0.018787240011551,0.019985898022242,0.018113807267296,0.0169813900835025
MORN1_1,0.0375006884439645,0.0377213112448479,0.037114601268981,0.0361394172527139,0.035440850739856,0.037942758012583,0.035431618522182,0.035319765165415
RER1_1,0.032046602743146,0.032348414889616,0.032890882347555,0.031637242118221,0.032015921446979,0.032364391889466,0.029954985520018,0.029444746078387
