ensmbl_id,Cecum,Ascending colon,Hepatic flexure of colon,Transverse colon,Descending colon,Sigmoid colon,Rectosigmoid junction,"Rectum, NOS"
ARHGAP21,9.63855421686747,10.666666666666668,11.11111111111111,6.451612903225806,5.555555555555555,1.834862385321101,2.3255813953488373,8.21917808219178
ARHGAP22,6.024096385542169,14.666666666666666,11.11111111111111,3.225806451612903,0.0,0.9174311926605504,2.3255813953488373,2.73972602739726
ARHGAP28,4.819277108433735,9.333333333333334,16.666666666666664,6.451612903225806,5.555555555555555,1.834862385321101,2.3255813953488373,2.73972602739726
ARHGAP31,7.228915662650602,14.666666666666666,5.555555555555555,9.67741935483871,5.555555555555555,0.9174311926605504,0.0,4.10958904109589
ARHGAP33,6.024096385542169,6.666666666666667,16.666666666666664,12.903225806451612,0.0,0.9174311926605504,0.0,4.10958904109589
ARHGAP5,6.024096385542169,14.666666666666666,5.555555555555555,16.129032258064516,0.0,3.669724770642202,0.0,4.10958904109589
ARHGEF10,7.228915662650602,10.666666666666668,16.666666666666664,12.903225806451612,5.555555555555555,1.834862385321101,0.0,4.10958904109589
ARHGEF17,9.63855421686747,12.0,5.555555555555555,6.451612903225806,0.0,0.9174311926605504,2.3255813953488373,1.36986301369863
ARHGEF4,6.024096385542169,9.333333333333334,16.666666666666664,9.67741935483871,5.555555555555555,4.587155963302752,2.3255813953488373,4.10958904109589
ARID1A,14.457831325301203,20.0,5.555555555555555,22.58064516129032,0.0,11.926605504587156,6.976744186046512,6.849315068493151
ARID1B,13.253012048192772,13.333333333333334,11.11111111111111,9.67741935483871,0.0,0.9174311926605504,2.3255813953488373,5.47945205479452
ARID2,12.048192771084338,10.666666666666668,11.11111111111111,12.903225806451612,5.555555555555555,1.834862385321101,0.0,8.21917808219178
ARL11,12.048192771084338,10.666666666666668,5.555555555555555,12.903225806451612,11.11111111111111,1.834862385321101,2.3255813953488373,5.47945205479452
ARPP21,4.819277108433735,5.333333333333334,11.11111111111111,9.67741935483871,0.0,1.834862385321101,6.976744186046512,5.47945205479452
ARSG,4.819277108433735,8.0,0.0,9.67741935483871,0.0,0.0,2.3255813953488373,2.73972602739726
ASH1L,15.66265060240964,18.666666666666668,27.77777777777778,25.806451612903224,11.11111111111111,1.834862385321101,6.976744186046512,10.95890410958904
ASPM,12.048192771084338,17.333333333333336,11.11111111111111,19.35483870967742,5.555555555555555,4.587155963302752,2.3255813953488373,8.21917808219178
ASTN1,10.843373493975903,9.333333333333334,11.11111111111111,9.67741935483871,0.0,3.669724770642202,4.651162790697675,8.21917808219178
ASTN2,9.63855421686747,10.666666666666668,0.0,12.903225806451612,0.0,4.587155963302752,6.976744186046512,9.58904109589041
ASXL1,14.457831325301203,9.333333333333334,0.0,12.903225806451612,0.0,0.9174311926605504,2.3255813953488373,8.21917808219178
ASXL2,10.843373493975903,8.0,0.0,3.225806451612903,0.0,0.0,2.3255813953488373,5.47945205479452
ATAD5,10.843373493975903,14.666666666666666,5.555555555555555,16.129032258064516,0.0,2.752293577981652,0.0,5.47945205479452
ATG2A,12.048192771084338,12.0,11.11111111111111,12.903225806451612,0.0,3.669724770642202,2.3255813953488373,1.36986301369863
ATG2B,12.048192771084338,8.0,5.555555555555555,3.225806451612903,5.555555555555555,4.587155963302752,2.3255813953488373,6.849315068493151
ATM,14.457831325301203,17.333333333333336,16.666666666666664,29.03225806451613,5.555555555555555,10.091743119266056,11.627906976744184,10.95890410958904
ATP10A,15.66265060240964,17.333333333333336,11.11111111111111,9.67741935483871,0.0,3.669724770642202,6.976744186046512,8.21917808219178
ATP2B2,9.63855421686747,12.0,5.555555555555555,6.451612903225806,5.555555555555555,3.669724770642202,0.0,6.849315068493151
ATP6V1B1,4.819277108433735,4.0,5.555555555555555,9.67741935483871,0.0,1.834862385321101,2.3255813953488373,4.10958904109589
ATP8A2,4.819277108433735,10.666666666666668,5.555555555555555,12.903225806451612,5.555555555555555,2.752293577981652,2.3255813953488373,5.47945205479452
ATP8B2,3.614457831325301,16.0,11.11111111111111,9.67741935483871,0.0,3.669724770642202,2.3255813953488373,4.10958904109589
ATR,7.228915662650602,9.333333333333334,11.11111111111111,6.451612903225806,5.555555555555555,3.669724770642202,0.0,6.849315068493151
ATRX,8.433734939759036,9.333333333333334,5.555555555555555,16.129032258064516,5.555555555555555,10.091743119266056,4.651162790697675,5.47945205479452
ATXN1L,10.843373493975903,13.333333333333334,11.11111111111111,6.451612903225806,0.0,5.504587155963304,0.0,1.36986301369863
ATXN2L,10.843373493975903,8.0,11.11111111111111,9.67741935483871,0.0,0.9174311926605504,2.3255813953488373,4.10958904109589
ATXN7L3B,4.819277108433735,8.0,11.11111111111111,6.451612903225806,5.555555555555555,3.669724770642202,2.3255813953488373,4.10958904109589
AXIN2,4.819277108433735,12.0,5.555555555555555,16.129032258064516,0.0,2.752293577981652,2.3255813953488373,6.849315068493151
B3GNT5,8.433734939759036,12.0,16.666666666666664,9.67741935483871,0.0,0.9174311926605504,0.0,1.36986301369863
BAZ2B,7.228915662650602,9.333333333333334,16.666666666666664,12.903225806451612,0.0,0.9174311926605504,2.3255813953488373,2.73972602739726
BCL9,8.433734939759036,18.666666666666668,16.666666666666664,9.67741935483871,0.0,6.422018348623854,2.3255813953488373,9.58904109589041
BCL9L,15.66265060240964,10.666666666666668,16.666666666666664,12.903225806451612,0.0,6.422018348623854,6.976744186046512,6.849315068493151
BCOR,7.228915662650602,12.0,5.555555555555555,16.129032258064516,5.555555555555555,0.9174311926605504,0.0,6.849315068493151
BCORL1,14.457831325301203,8.0,5.555555555555555,12.903225806451612,0.0,0.9174311926605504,0.0,4.10958904109589
BICC1,10.843373493975903,8.0,5.555555555555555,0.0,0.0,2.752293577981652,0.0,2.73972602739726
BIRC6,15.66265060240964,14.666666666666666,22.22222222222222,12.903225806451612,5.555555555555555,3.669724770642202,4.651162790697675,6.849315068493151
BLOC1S4,4.819277108433735,4.0,22.22222222222222,3.225806451612903,11.11111111111111,0.9174311926605504,2.3255813953488373,4.10958904109589
BMPR2,13.253012048192772,14.666666666666666,5.555555555555555,22.58064516129032,5.555555555555555,3.669724770642202,2.3255813953488373,1.36986301369863
BNC2,12.048192771084338,13.333333333333334,22.22222222222222,12.903225806451612,0.0,8.256880733944955,0.0,6.849315068493151
BOD1L1,13.253012048192772,9.333333333333334,16.666666666666664,12.903225806451612,0.0,3.669724770642202,9.30232558139535,5.47945205479452
BRAF,24.09638554216868,33.33333333333333,11.11111111111111,9.67741935483871,5.555555555555555,4.587155963302752,0.0,5.47945205479452
BRCA2,15.66265060240964,16.0,5.555555555555555,12.903225806451612,0.0,2.752293577981652,4.651162790697675,9.58904109589041
BRINP1,3.614457831325301,8.0,16.666666666666664,9.67741935483871,0.0,4.587155963302752,2.3255813953488373,9.58904109589041
BRINP2,2.409638554216868,4.0,16.666666666666664,12.903225806451612,5.555555555555555,2.752293577981652,2.3255813953488373,5.47945205479452
BRINP3,3.614457831325301,14.666666666666666,16.666666666666664,6.451612903225806,0.0,7.339449541284404,0.0,6.849315068493151
BRWD1,10.843373493975903,13.333333333333334,5.555555555555555,16.129032258064516,0.0,0.9174311926605504,2.3255813953488373,5.47945205479452
BRWD3,12.048192771084338,16.0,11.11111111111111,6.451612903225806,5.555555555555555,6.422018348623854,0.0,6.849315068493151
BSN,14.457831325301203,12.0,11.11111111111111,9.67741935483871,0.0,7.339449541284404,0.0,8.21917808219178
BTBD11,7.228915662650602,10.666666666666668,16.666666666666664,6.451612903225806,5.555555555555555,1.834862385321101,2.3255813953488373,2.73972602739726
BTBD7,6.024096385542169,6.666666666666667,5.555555555555555,9.67741935483871,0.0,1.834862385321101,0.0,2.73972602739726
C11orf87,13.253012048192772,8.0,5.555555555555555,9.67741935483871,0.0,2.752293577981652,0.0,1.36986301369863
C1orf94,3.614457831325301,6.666666666666667,0.0,6.451612903225806,5.555555555555555,0.9174311926605504,2.3255813953488373,2.73972602739726
C3,4.819277108433735,13.333333333333334,16.666666666666664,16.129032258064516,0.0,1.834862385321101,0.0,5.47945205479452
C5,6.024096385542169,2.666666666666667,16.666666666666664,9.67741935483871,11.11111111111111,0.9174311926605504,0.0,4.10958904109589
C5orf24,12.048192771084338,17.333333333333336,16.666666666666664,12.903225806451612,0.0,3.669724770642202,0.0,2.73972602739726
C5orf30,9.63855421686747,16.0,5.555555555555555,12.903225806451612,0.0,1.834862385321101,2.3255813953488373,4.10958904109589
C5orf42,10.843373493975903,17.333333333333336,11.11111111111111,9.67741935483871,5.555555555555555,4.587155963302752,2.3255813953488373,6.849315068493151
C8orf48,10.843373493975903,12.0,11.11111111111111,12.903225806451612,5.555555555555555,0.9174311926605504,2.3255813953488373,6.849315068493151
C9orf47,3.614457831325301,16.0,5.555555555555555,16.129032258064516,0.0,0.9174311926605504,4.651162790697675,1.36986301369863
CACNA1A,8.433734939759036,20.0,11.11111111111111,16.129032258064516,0.0,2.752293577981652,0.0,9.58904109589041
CACNA1B,14.457831325301203,10.666666666666668,16.666666666666664,12.903225806451612,5.555555555555555,2.752293577981652,4.651162790697675,5.47945205479452
CACNA1C,15.66265060240964,14.666666666666666,11.11111111111111,16.129032258064516,5.555555555555555,3.669724770642202,4.651162790697675,5.47945205479452
CACNA1D,14.457831325301203,16.0,11.11111111111111,3.225806451612903,5.555555555555555,1.834862385321101,0.0,4.10958904109589
CACNA1E,15.66265060240964,17.333333333333336,5.555555555555555,19.35483870967742,22.22222222222222,9.174311926605505,6.976744186046512,10.95890410958904
CACNA1G,10.843373493975903,12.0,0.0,16.129032258064516,5.555555555555555,0.9174311926605504,4.651162790697675,0.0
CACNA1H,20.48192771084337,17.333333333333336,5.555555555555555,9.67741935483871,5.555555555555555,6.422018348623854,2.3255813953488373,4.10958904109589
CACNA1I,3.614457831325301,14.666666666666666,5.555555555555555,16.129032258064516,0.0,2.752293577981652,2.3255813953488373,6.849315068493151
CACNA1S,9.63855421686747,13.333333333333334,5.555555555555555,9.67741935483871,0.0,1.834862385321101,0.0,8.21917808219178
CACNA2D1,9.63855421686747,10.666666666666668,5.555555555555555,9.67741935483871,5.555555555555555,3.669724770642202,0.0,5.47945205479452
CACNA2D3,7.228915662650602,6.666666666666667,0.0,12.903225806451612,0.0,2.752293577981652,4.651162790697675,10.95890410958904
CADPS,7.228915662650602,6.666666666666667,11.11111111111111,9.67741935483871,0.0,5.504587155963304,2.3255813953488373,6.849315068493151
CAMTA1,4.819277108433735,13.333333333333334,11.11111111111111,12.903225806451612,5.555555555555555,2.752293577981652,2.3255813953488373,2.73972602739726
CARD11,13.253012048192772,14.666666666666666,5.555555555555555,9.67741935483871,11.11111111111111,2.752293577981652,9.30232558139535,6.849315068493151
CASC5,4.819277108433735,5.333333333333334,11.11111111111111,16.129032258064516,0.0,4.587155963302752,0.0,5.47945205479452
CASZ1,9.63855421686747,10.666666666666668,5.555555555555555,12.903225806451612,0.0,2.752293577981652,2.3255813953488373,5.47945205479452
CCDC108,8.433734939759036,8.0,11.11111111111111,9.67741935483871,5.555555555555555,3.669724770642202,0.0,2.73972602739726
CCDC141,4.819277108433735,5.333333333333334,11.11111111111111,12.903225806451612,5.555555555555555,3.669724770642202,6.976744186046512,6.849315068493151
CCDC168,20.48192771084337,28.000000000000004,16.666666666666664,29.03225806451613,0.0,8.256880733944955,2.3255813953488373,9.58904109589041
CCDC39,4.819277108433735,9.333333333333334,5.555555555555555,9.67741935483871,5.555555555555555,5.504587155963304,2.3255813953488373,5.47945205479452
CCNA1,2.409638554216868,12.0,11.11111111111111,9.67741935483871,5.555555555555555,1.834862385321101,2.3255813953488373,2.73972602739726
CCR5,13.253012048192772,21.333333333333336,16.666666666666664,16.129032258064516,0.0,1.834862385321101,0.0,6.849315068493151
CD109,4.819277108433735,8.0,0.0,9.67741935483871,0.0,2.752293577981652,2.3255813953488373,6.849315068493151
CDH10,14.457831325301203,12.0,16.666666666666664,22.58064516129032,5.555555555555555,1.834862385321101,0.0,6.849315068493151
CDH11,7.228915662650602,12.0,5.555555555555555,9.67741935483871,11.11111111111111,2.752293577981652,2.3255813953488373,4.10958904109589
CDH18,7.228915662650602,13.333333333333334,5.555555555555555,9.67741935483871,0.0,2.752293577981652,2.3255813953488373,5.47945205479452
CDH2,7.228915662650602,12.0,5.555555555555555,12.903225806451612,5.555555555555555,3.669724770642202,0.0,6.849315068493151
CDH23,7.228915662650602,14.666666666666666,5.555555555555555,19.35483870967742,0.0,4.587155963302752,6.976744186046512,6.849315068493151
CDH8,13.253012048192772,6.666666666666667,5.555555555555555,6.451612903225806,0.0,3.669724770642202,2.3255813953488373,10.95890410958904
CDH9,8.433734939759036,8.0,11.11111111111111,12.903225806451612,16.666666666666664,8.256880733944955,6.976744186046512,8.21917808219178
CDHR2,6.024096385542169,5.333333333333334,16.666666666666664,9.67741935483871,5.555555555555555,0.0,4.651162790697675,5.47945205479452
CDHR3,6.024096385542169,8.0,16.666666666666664,9.67741935483871,0.0,1.834862385321101,0.0,4.10958904109589
CDK12,8.433734939759036,12.0,11.11111111111111,9.67741935483871,0.0,4.587155963302752,0.0,6.849315068493151
CDK5R1,8.433734939759036,10.666666666666668,11.11111111111111,16.129032258064516,5.555555555555555,0.9174311926605504,2.3255813953488373,2.73972602739726
CDK5RAP2,6.024096385542169,12.0,5.555555555555555,16.129032258064516,0.0,2.752293577981652,4.651162790697675,2.73972602739726
CDON,4.819277108433735,10.666666666666668,16.666666666666664,9.67741935483871,5.555555555555555,3.669724770642202,2.3255813953488373,4.10958904109589
CECR2,7.228915662650602,8.0,5.555555555555555,6.451612903225806,0.0,2.752293577981652,2.3255813953488373,5.47945205479452
CELSR1,14.457831325301203,17.333333333333336,11.11111111111111,6.451612903225806,0.0,2.752293577981652,4.651162790697675,4.10958904109589
CELSR3,9.63855421686747,12.0,5.555555555555555,16.129032258064516,0.0,2.752293577981652,2.3255813953488373,6.849315068493151
CENPF,8.433734939759036,16.0,0.0,25.806451612903224,0.0,0.9174311926605504,4.651162790697675,9.58904109589041
CEP162,10.843373493975903,12.0,11.11111111111111,9.67741935483871,0.0,3.669724770642202,0.0,5.47945205479452
CEP170,12.048192771084338,16.0,5.555555555555555,16.129032258064516,0.0,1.834862385321101,4.651162790697675,6.849315068493151
CEP192,6.024096385542169,10.666666666666668,11.11111111111111,12.903225806451612,0.0,2.752293577981652,0.0,4.10958904109589
CEP290,9.63855421686747,13.333333333333334,0.0,12.903225806451612,0.0,4.587155963302752,2.3255813953488373,8.21917808219178
CEP85L,2.409638554216868,9.333333333333334,22.22222222222222,3.225806451612903,0.0,2.752293577981652,0.0,8.21917808219178
CFAP43,7.228915662650602,6.666666666666667,11.11111111111111,9.67741935483871,0.0,1.834862385321101,2.3255813953488373,6.849315068493151
CFAP46,13.253012048192772,10.666666666666668,5.555555555555555,12.903225806451612,5.555555555555555,4.587155963302752,6.976744186046512,8.21917808219178
CFAP47,8.433734939759036,8.0,5.555555555555555,6.451612903225806,5.555555555555555,5.504587155963304,6.976744186046512,9.58904109589041
CFAP61,8.433734939759036,6.666666666666667,5.555555555555555,16.129032258064516,0.0,0.9174311926605504,4.651162790697675,4.10958904109589
CFH,12.048192771084338,12.0,5.555555555555555,9.67741935483871,0.0,3.669724770642202,6.976744186046512,4.10958904109589
CHD2,7.228915662650602,8.0,11.11111111111111,9.67741935483871,0.0,2.752293577981652,2.3255813953488373,5.47945205479452
CHD4,8.433734939759036,9.333333333333334,22.22222222222222,12.903225806451612,0.0,4.587155963302752,0.0,5.47945205479452
CHD6,12.048192771084338,13.333333333333334,11.11111111111111,12.903225806451612,0.0,3.669724770642202,2.3255813953488373,8.21917808219178
CHD7,15.66265060240964,13.333333333333334,16.666666666666664,12.903225806451612,11.11111111111111,5.504587155963304,0.0,4.10958904109589
CHD8,13.253012048192772,16.0,0.0,22.58064516129032,0.0,2.752293577981652,2.3255813953488373,5.47945205479452
CHL1,10.843373493975903,8.0,11.11111111111111,9.67741935483871,5.555555555555555,5.504587155963304,4.651162790697675,5.47945205479452
CHMP1B,9.63855421686747,12.0,5.555555555555555,12.903225806451612,0.0,2.752293577981652,2.3255813953488373,4.10958904109589
