ensmbl_id,Cecum,Ascending colon,Hepatic flexure of colon,Transverse colon,Descending colon,Sigmoid colon,Rectosigmoid junction,"Rectum, NOS"
A2M,6.024096385542169,8.0,5.555555555555555,12.903225806451612,11.11111111111111,2.752293577981652,6.976744186046512,6.849315068493151
A2ML1,9.63855421686747,12.0,5.555555555555555,25.806451612903224,0.0,3.669724770642202,2.3255813953488373,4.10958904109589
AASS,7.228915662650602,4.0,11.11111111111111,6.451612903225806,11.11111111111111,0.9174311926605504,2.3255813953488373,6.849315068493151
ABCA1,13.253012048192772,10.666666666666668,11.11111111111111,12.903225806451612,5.555555555555555,6.422018348623854,0.0,5.47945205479452
ABCA10,8.433734939759036,9.333333333333334,5.555555555555555,9.67741935483871,0.0,4.587155963302752,0.0,8.21917808219178
ABCA12,8.433734939759036,13.333333333333334,16.666666666666664,25.806451612903224,0.0,5.504587155963304,0.0,10.95890410958904
ABCA13,22.89156626506024,22.666666666666664,22.22222222222222,19.35483870967742,0.0,15.59633027522936,6.976744186046512,12.32876712328767
ABCA2,10.843373493975903,9.333333333333334,11.11111111111111,19.35483870967742,0.0,4.587155963302752,4.651162790697675,1.36986301369863
ABCA3,12.048192771084338,14.666666666666666,11.11111111111111,9.67741935483871,5.555555555555555,0.9174311926605504,2.3255813953488373,4.10958904109589
ABCA4,10.843373493975903,8.0,22.22222222222222,12.903225806451612,5.555555555555555,7.339449541284404,2.3255813953488373,5.47945205479452
ABCA7,9.63855421686747,16.0,11.11111111111111,6.451612903225806,0.0,0.0,2.3255813953488373,4.10958904109589
ABCA8,7.228915662650602,12.0,5.555555555555555,19.35483870967742,0.0,2.752293577981652,6.976744186046512,6.849315068493151
ABCA9,4.819277108433735,8.0,27.77777777777778,9.67741935483871,0.0,1.834862385321101,4.651162790697675,6.849315068493151
ABCB11,8.433734939759036,8.0,5.555555555555555,9.67741935483871,0.0,3.669724770642202,0.0,5.47945205479452
ABCB4,4.819277108433735,10.666666666666668,11.11111111111111,16.129032258064516,0.0,1.834862385321101,2.3255813953488373,5.47945205479452
ABCB5,4.819277108433735,6.666666666666667,5.555555555555555,16.129032258064516,5.555555555555555,2.752293577981652,6.976744186046512,6.849315068493151
ABCC1,6.024096385542169,9.333333333333334,5.555555555555555,9.67741935483871,5.555555555555555,1.834862385321101,4.651162790697675,4.10958904109589
ABCC11,3.614457831325301,5.333333333333334,11.11111111111111,12.903225806451612,0.0,1.834862385321101,2.3255813953488373,8.21917808219178
ABHD13,10.843373493975903,13.333333333333334,11.11111111111111,22.58064516129032,0.0,4.587155963302752,2.3255813953488373,6.849315068493151
ABI3BP,4.819277108433735,8.0,11.11111111111111,12.903225806451612,5.555555555555555,3.669724770642202,0.0,0.0
ACACA,10.843373493975903,8.0,11.11111111111111,16.129032258064516,0.0,4.587155963302752,2.3255813953488373,8.21917808219178
ACACB,9.63855421686747,14.666666666666666,16.666666666666664,12.903225806451612,0.0,4.587155963302752,0.0,5.47945205479452
ACAN,4.819277108433735,16.0,0.0,16.129032258064516,16.666666666666664,3.669724770642202,2.3255813953488373,5.47945205479452
ACKR3,4.819277108433735,8.0,0.0,9.67741935483871,0.0,4.587155963302752,2.3255813953488373,4.10958904109589
ACKR4,8.433734939759036,14.666666666666666,11.11111111111111,3.225806451612903,0.0,3.669724770642202,0.0,5.47945205479452
ACTN2,4.819277108433735,4.0,5.555555555555555,3.225806451612903,0.0,0.0,6.976744186046512,5.47945205479452
ACVR1B,2.409638554216868,12.0,11.11111111111111,12.903225806451612,0.0,2.752293577981652,2.3255813953488373,2.73972602739726
ACVR2A,12.048192771084338,17.333333333333336,16.666666666666664,12.903225806451612,5.555555555555555,1.834862385321101,2.3255813953488373,8.21917808219178
ADAM9,7.228915662650602,8.0,16.666666666666664,3.225806451612903,0.0,1.834862385321101,0.0,8.21917808219178
ADAMTS12,8.433734939759036,12.0,5.555555555555555,12.903225806451612,0.0,2.752293577981652,4.651162790697675,8.21917808219178
ADAMTS16,13.253012048192772,9.333333333333334,11.11111111111111,12.903225806451612,16.666666666666664,7.339449541284404,2.3255813953488373,10.95890410958904
ADAMTS17,8.433734939759036,9.333333333333334,5.555555555555555,12.903225806451612,0.0,3.669724770642202,2.3255813953488373,4.10958904109589
ADAMTS18,7.228915662650602,12.0,0.0,16.129032258064516,5.555555555555555,2.752293577981652,4.651162790697675,9.58904109589041
ADAMTS2,10.843373493975903,14.666666666666666,5.555555555555555,6.451612903225806,5.555555555555555,2.752293577981652,0.0,2.73972602739726
ADAMTS20,8.433734939759036,13.333333333333334,11.11111111111111,16.129032258064516,5.555555555555555,3.669724770642202,0.0,12.32876712328767
ADAMTS9,7.228915662650602,6.666666666666667,5.555555555555555,12.903225806451612,5.555555555555555,3.669724770642202,0.0,4.10958904109589
ADAMTSL1,8.433734939759036,10.666666666666668,5.555555555555555,9.67741935483871,5.555555555555555,4.587155963302752,4.651162790697675,2.73972602739726
ADAMTSL3,8.433734939759036,10.666666666666668,5.555555555555555,22.58064516129032,5.555555555555555,8.256880733944955,2.3255813953488373,4.10958904109589
ADAMTSL4,9.63855421686747,13.333333333333334,11.11111111111111,6.451612903225806,0.0,1.834862385321101,2.3255813953488373,2.73972602739726
ADCY2,6.024096385542169,12.0,0.0,12.903225806451612,0.0,1.834862385321101,6.976744186046512,5.47945205479452
ADCY8,9.63855421686747,9.333333333333334,5.555555555555555,9.67741935483871,16.666666666666664,4.587155963302752,4.651162790697675,2.73972602739726
ADGB,12.048192771084338,13.333333333333334,11.11111111111111,6.451612903225806,0.0,4.587155963302752,4.651162790697675,6.849315068493151
ADGRB1,7.228915662650602,10.666666666666668,5.555555555555555,9.67741935483871,5.555555555555555,1.834862385321101,6.976744186046512,5.47945205479452
ADGRB2,10.843373493975903,10.666666666666668,0.0,16.129032258064516,5.555555555555555,0.9174311926605504,4.651162790697675,1.36986301369863
ADGRB3,8.433734939759036,10.666666666666668,5.555555555555555,12.903225806451612,5.555555555555555,3.669724770642202,6.976744186046512,8.21917808219178
ADGRG4,7.228915662650602,9.333333333333334,5.555555555555555,9.67741935483871,5.555555555555555,3.669724770642202,4.651162790697675,12.32876712328767
ADGRL2,6.024096385542169,13.333333333333334,11.11111111111111,9.67741935483871,0.0,6.422018348623854,2.3255813953488373,9.58904109589041
ADGRL3,9.63855421686747,14.666666666666666,5.555555555555555,16.129032258064516,0.0,7.339449541284404,4.651162790697675,9.58904109589041
ADGRV1,15.66265060240964,24.0,16.666666666666664,32.25806451612903,22.22222222222222,6.422018348623854,6.976744186046512,12.32876712328767
ADRB1,9.63855421686747,21.333333333333336,11.11111111111111,6.451612903225806,5.555555555555555,3.669724770642202,2.3255813953488373,5.47945205479452
AFF2,12.048192771084338,13.333333333333334,16.666666666666664,6.451612903225806,0.0,3.669724770642202,2.3255813953488373,6.849315068493151
AFF3,7.228915662650602,9.333333333333334,11.11111111111111,16.129032258064516,5.555555555555555,1.834862385321101,4.651162790697675,4.10958904109589
AHDC1,12.048192771084338,9.333333333333334,22.22222222222222,6.451612903225806,0.0,0.9174311926605504,0.0,1.36986301369863
AHNAK,12.048192771084338,18.666666666666668,27.77777777777778,19.35483870967742,11.11111111111111,4.587155963302752,2.3255813953488373,10.95890410958904
AHNAK2,16.867469879518072,25.333333333333336,11.11111111111111,25.806451612903224,5.555555555555555,6.422018348623854,4.651162790697675,10.95890410958904
AKAP12,12.048192771084338,13.333333333333334,16.666666666666664,19.35483870967742,16.666666666666664,0.9174311926605504,6.976744186046512,4.10958904109589
AKAP13,13.253012048192772,16.0,16.666666666666664,22.58064516129032,0.0,8.256880733944955,4.651162790697675,6.849315068493151
AKAP6,8.433734939759036,14.666666666666666,5.555555555555555,12.903225806451612,0.0,3.669724770642202,6.976744186046512,9.58904109589041
AKAP9,19.27710843373494,12.0,5.555555555555555,12.903225806451612,0.0,6.422018348623854,2.3255813953488373,9.58904109589041
ALDH1A3,2.409638554216868,5.333333333333334,5.555555555555555,12.903225806451612,5.555555555555555,2.752293577981652,0.0,2.73972602739726
ALK,4.819277108433735,14.666666666666666,16.666666666666664,16.129032258064516,0.0,6.422018348623854,2.3255813953488373,2.73972602739726
ALMS1,10.843373493975903,13.333333333333334,0.0,16.129032258064516,5.555555555555555,5.504587155963304,2.3255813953488373,9.58904109589041
ALPK2,8.433734939759036,13.333333333333334,11.11111111111111,3.225806451612903,0.0,5.504587155963304,0.0,6.849315068493151
ALS2,4.819277108433735,8.0,11.11111111111111,16.129032258064516,5.555555555555555,2.752293577981652,0.0,2.73972602739726
AMER1,30.120481927710845,24.0,33.33333333333333,6.451612903225806,0.0,6.422018348623854,9.30232558139535,10.95890410958904
AMER3,13.253012048192772,12.0,11.11111111111111,9.67741935483871,0.0,5.504587155963304,6.976744186046512,4.10958904109589
AMOTL1,4.819277108433735,5.333333333333334,11.11111111111111,16.129032258064516,0.0,4.587155963302752,0.0,5.47945205479452
ANK1,9.63855421686747,12.0,16.666666666666664,6.451612903225806,0.0,0.9174311926605504,6.976744186046512,9.58904109589041
ANK2,19.27710843373494,17.333333333333336,11.11111111111111,32.25806451612903,0.0,7.339449541284404,0.0,15.068493150684931
ANK3,15.66265060240964,26.666666666666668,11.11111111111111,32.25806451612903,0.0,4.587155963302752,4.651162790697675,9.58904109589041
ANKAR,4.819277108433735,5.333333333333334,22.22222222222222,6.451612903225806,0.0,2.752293577981652,0.0,4.10958904109589
ANKHD1-EIF4EBP3,6.024096385542169,10.666666666666668,5.555555555555555,12.903225806451612,0.0,6.422018348623854,0.0,6.849315068493151
ANKRD11,15.66265060240964,14.666666666666666,27.77777777777778,16.129032258064516,0.0,3.669724770642202,4.651162790697675,2.73972602739726
ANKRD12,10.843373493975903,9.333333333333334,0.0,9.67741935483871,0.0,1.834862385321101,2.3255813953488373,8.21917808219178
ANKRD18A,3.614457831325301,2.666666666666667,5.555555555555555,6.451612903225806,5.555555555555555,3.669724770642202,0.0,2.73972602739726
ANKRD26,6.024096385542169,9.333333333333334,11.11111111111111,6.451612903225806,5.555555555555555,1.834862385321101,2.3255813953488373,6.849315068493151
ANKRD30A,2.409638554216868,10.666666666666668,5.555555555555555,9.67741935483871,0.0,4.587155963302752,4.651162790697675,8.21917808219178
ANKRD30B,8.433734939759036,9.333333333333334,11.11111111111111,12.903225806451612,5.555555555555555,1.834862385321101,2.3255813953488373,6.849315068493151
ANKRD34C,10.843373493975903,12.0,5.555555555555555,19.35483870967742,5.555555555555555,0.9174311926605504,2.3255813953488373,6.849315068493151
AP3B1,6.024096385542169,13.333333333333334,16.666666666666664,3.225806451612903,0.0,1.834862385321101,0.0,5.47945205479452
APBA2,7.228915662650602,8.0,5.555555555555555,12.903225806451612,5.555555555555555,4.587155963302752,0.0,4.10958904109589
APC,74.69879518072288,64.0,77.77777777777779,74.19354838709677,77.77777777777779,84.40366972477065,86.04651162790698,91.78082191780824
APOB,10.843373493975903,17.333333333333336,5.555555555555555,12.903225806451612,0.0,9.174311926605505,6.976744186046512,10.95890410958904
ARAF,4.819277108433735,6.666666666666667,5.555555555555555,9.67741935483871,0.0,1.834862385321101,0.0,1.36986301369863
ARAP2,8.433734939759036,12.0,11.11111111111111,16.129032258064516,5.555555555555555,2.752293577981652,0.0,5.47945205479452
ARF6,13.253012048192772,13.333333333333334,5.555555555555555,12.903225806451612,0.0,0.0,2.3255813953488373,2.73972602739726
ARFGEF1,7.228915662650602,14.666666666666666,22.22222222222222,12.903225806451612,0.0,3.669724770642202,4.651162790697675,8.21917808219178
ARFGEF2,6.024096385542169,9.333333333333334,5.555555555555555,3.225806451612903,11.11111111111111,3.669724770642202,2.3255813953488373,5.47945205479452
