,1,2,3,sigmoidal
17.0,0.8051337069527245,0.5715002630969384,0.7201647686020995,0.5243426175056991
65552.0,0.8051337069527245,0.42844970676591526,0.7048100481781571,0.8717861167353508
24.0,0.8051337069527245,0.46522018407308335,0.7048100481781571,0.49844960648131514
51.0,0.8146817480192579,0.8469159541612419,0.8200058090070138,0.7131388904360316
180282.0,0.8296370290183512,0.5864817369051026,0.7448344546662472,0.9300806633772192
69.0,0.8051337069527245,0.4782367432186085,0.7059951542900866,0.5041162040696024
180332.0,0.8051337069527245,0.42844970676591526,0.7048100481781571,0.5219306056131282
475254.0,0.8051337069527245,0.42844970676591526,0.7048100481781571,0.8717861167353508
49338.0,0.8051337069527245,0.46070479502394296,0.7070387552400088,0.5463272637096569
1671366.0,0.8051337069527245,0.4499080005524666,0.7057632336912686,0.4928238205676488
228.0,0.8051337069527245,0.42844970676591526,0.7048100481781571,0.8717861167353508
33011.0,0.8051337069527245,0.547796346270968,0.7553439239899397,0.5049662778701397
65786.0,0.8051337069527245,0.42844970676591526,0.7048100481781571,0.8717861167353508
254.0,0.8051337069527245,0.42844970676591526,0.7048100481781571,0.8717861167353508
147709.0,0.8051337069527245,0.42844970676591526,0.7048100481781571,0.4928238205676488
33033.0,0.8051337069527245,0.4330581194322994,0.7055580937971929,0.8717861167353508
33038.0,0.819404341021253,0.42844970676591526,0.7048100481781571,0.9307178628542938
33039.0,0.8051337069527245,0.42844970676591526,0.7048100481781571,0.4928238205676488
33043.0,0.8146817480192579,0.6853328082666121,0.75389604363464,0.7517027755330478
33051.0,0.8172333575475007,0.8792607552489864,0.9346351949693632,0.9010058853168403
285.0,0.8172333575475007,0.8523152527188195,0.9090307594260613,0.7848360353859632
287.0,0.8051337069527245,0.42844970676591526,0.7048100481781571,0.49844960648131514
292.0,0.8051337069527245,0.42844970676591526,0.7048100481781571,0.49844960648131514
293.0,0.8051337069527245,0.42844970676591526,0.7048100481781571,0.49523932248324065
294.0,0.8051337069527245,0.42844970676591526,0.7048100481781571,0.49844960648131514
300.0,0.8147075633542407,0.42844970676591526,0.7048100481781571,0.5002914880211929
33069.0,0.8051337069527245,0.5149496846470842,0.7048100481781571,0.8717861167353508
303.0,0.8172333575475007,0.42844970676591526,0.7048100481781571,0.7568010623448512
305.0,0.8051337069527245,0.42844970676591526,0.7048100481781571,0.5762332391617319
316.0,0.8051337069527245,0.42844970676591526,0.7048100481781571,0.8717861167353508
317.0,0.8051337069527245,0.42844970676591526,0.7048100481781571,0.4928238205676488
329.0,0.8051337069527245,0.628153194765273,0.8305196247655656,0.7861450945276728
346.0,0.8051337069527245,0.8587172643073382,0.9238877990659051,0.9220895844455466
360807.0,0.8172333575475007,0.8891138162918332,0.9226262761524892,0.9288508040051173
98672.0,0.8051337069527245,0.42844970676591526,0.7048100481781571,0.49844960648131514
408.0,0.8051337069527245,0.42844970676591526,0.7048100481781571,0.49844960648131514
414.0,0.807949986527335,0.5873429188740015,0.7848373255930984,0.6033600259959656
415.0,0.8051337069527245,0.42844970676591526,0.7048100481781571,0.49844960648131514
426.0,0.8051337069527245,0.42844970676591526,0.7048100481781571,0.4928238205676488
438.0,0.8051337069527245,0.48414975016142864,0.7156197349621557,0.5781557283649068
446.0,0.8051337069527245,0.42844970676591526,0.7048100481781571,0.8717861167353508
360911.0,0.8051337069527245,0.42844970676591526,0.7048100481781571,0.49844960648131514
470.0,0.8172333575475007,0.8523152527188195,0.9150428952040086,0.8801197564928771
471.0,0.8051337069527245,0.4508796702813786,0.7070387552400088,0.4991546934315619
476.0,0.8051337069527245,0.42844970676591526,0.7048100481781571,0.49844960648131514
410072.0,0.8051337069527245,0.8448334608729056,0.7048100481781571,0.6330023919918351
511.0,0.8146817480192579,0.4589412180084473,0.7048100481781571,0.6251359198478188
246272.0,0.8051337069527245,0.42844970676591526,0.7048100481781571,0.8717861167353508
518.0,0.8051337069527245,0.4330581194322994,0.7048100481781571,0.49844960648131514
546.0,0.8051337069527245,0.4330581194322994,0.7048100481781571,0.5301082467616914
548.0,0.810555806928437,0.49548717119297114,0.7305478133644037,0.5462565385436482
549.0,0.8146817480192579,0.6497267643438385,0.70759657198781,0.6818504250579224
550.0,0.8051337069527245,0.42844970676591526,0.7048100481781571,0.8717861167353508
553.0,0.8051337069527245,0.42844970676591526,0.7048100481781571,0.49844960648131514
562.0,0.8146817480192579,0.5383701390261703,0.7279872287970603,0.7805454228889284
563.0,0.8051337069527245,0.42844970676591526,0.7048100481781571,0.8717861167353508
571.0,0.8051337069527245,0.42844970676591526,0.7048100481781571,0.5267375068387288
573.0,0.8051337069527245,0.42844970676591526,0.7048100481781571,0.8717861167353508
582.0,0.8051337069527245,0.42844970676591526,0.7048100481781571,0.49844960648131514
584.0,0.8051337069527245,0.42844970676591526,0.7048100481781571,0.49844960648131514
585.0,0.8051337069527245,0.42844970676591526,0.7048100481781571,0.8717861167353508
587.0,0.8051337069527245,0.6294785109090667,0.769218967608737,0.5049662778701397
588.0,0.8051337069527245,0.42844970676591526,0.7048100481781571,0.49844960648131514
621.0,0.8051337069527245,0.42844970676591526,0.7048100481781571,0.8717861167353508
623.0,0.8051337069527245,0.4348050100472642,0.7048100481781571,0.49844960648131514
628.0,0.8051337069527245,0.42844970676591526,0.7048100481781571,0.49844960648131514
632.0,0.8051337069527245,0.42844970676591526,0.7048100481781571,0.49844960648131514
644.0,0.8051337069527245,0.43815000420618355,0.7048100481781571,0.4928238205676488
645.0,0.8051337069527245,0.731693093770572,0.8531183823077948,0.6545238451206703
654.0,0.8051337069527245,0.42844970676591526,0.7048100481781571,0.49844960648131514
66219.0,0.815267055357619,0.42844970676591526,0.7048100481781571,0.655685846434071
703.0,0.8051337069527245,0.42844970676591526,0.7048100481781571,0.8717861167353508
393921.0,0.8051337069527245,0.42844970676591526,0.7048100481781571,0.49844960648131514
716.0,0.8051337069527245,0.42844970676591526,0.7048100481781571,0.49844960648131514
727.0,0.8146817480192579,0.5792286440058453,0.7048100481781571,0.5193915441920216
730.0,0.8051337069527245,0.42844970676591526,0.7048100481781571,0.8717861167353508
66269.0,0.8051337069527245,0.5864817369051026,0.7352947694192776,0.4998828690018284
738.0,0.8051337069527245,0.42844970676591526,0.7048100481781571,0.8717861167353508
747.0,0.8051337069527245,0.42844970676591526,0.7048100481781571,0.8717861167353508
817.0,0.8773242766778915,0.7981143237187662,0.8590712076360598,0.8967952728300383
818.0,0.8051337069527245,0.4435316541260984,0.7048100481781571,0.6994751100465065
820.0,0.8051337069527245,0.4330581194322994,0.7048100481781571,0.7472386152986528
821.0,0.8146817480192579,0.8278064294154739,0.7156197349621557,0.7392893492174107
823.0,0.8051337069527245,0.42844970676591526,0.7048100481781571,0.5243426175056991
837.0,0.8051337069527245,0.42844970676591526,0.7048100481781571,0.8717861167353508
839.0,0.8146817480192579,0.42844970676591526,0.7048100481781571,0.6091026640196529
840.0,0.8051337069527245,0.42844970676591526,0.7048100481781571,0.49844960648131514
850.0,0.8137932312145315,0.8329662133722975,0.9014439021992838,0.7817742042190148
851.0,0.8172333575475007,0.8757578649981839,0.8376350268649908,0.7659134087271682
856.0,0.8051337069527245,0.42844970676591526,0.7048100481781571,0.49844960648131514
859.0,0.8146817480192579,0.42844970676591526,0.7048100481781571,0.6611919957227635
860.0,0.8051337069527245,0.7781143369022231,0.7310140586095908,0.6969395265227492
