,discarded,sigmoid,continuous
540,DPH5_1,CPZ_2,RPS19BP1_2
541,IGF2BP1_2,EDN3_2,LRMP_1
542,ZNF692_1,APEH_1,GMPS_1
543,DTWD2_2,GTF2IRD1_1,TPM1_1
544,ECD_1,DND1_2,EIF2B4_1
545,ZNF577_1,SLC13A3_3,NUBPL_1
546,RANBP9_1,LAMB2_1,SPTBN1_1
547,TOR1A_1,TMX2_1,UBN1_1
548,NAGA_1,DNAJC27_1,SLCO2B1_3
549,FAM228A_2,NPAS4_1,ACCS_3
550,MOB4_1,PRDM1_1,RNF168_1
551,ZNF652_1,SAMD10_2,ATAD1_2
552,SGK3_2,RPS12_1,COA6_3
553,DMKN_2,CUL2_2,ASNA1_1
554,HBA1_1,TNFSF13_4,ARL2_1
555,ATP6V0C_4,RECQL_1,RGMB_2
556,STX16_6,MSRA_1,KIAA1715_1
557,MEF2D_1,SLC39A1_1,RBPJ_3
558,NFYA_1,NDUFB9_1,U2AF2_3
559,MBD6_1,RYK_1,TRIB2_2
560,MND1_1,MZB1_1,PGAP1_1
561,TRIM56_1,ACSS1_1,ATP6V1E2_1
562,NFE2L2_2,FCRL1_1,CENPM_2
563,NAALADL2_1,AIFM3_2,SAP30L_1
564,TMEM254_1,GPER1_1,LIG3_1
565,BORCS7_1,C2orf66_1,LSM10_1
566,HSPBAP1_2,FOXRED2_1,SLC22A1_2
567,GPR176_2,CD27_1,TFAP2A_3
568,RBKS_1,GNG2_1,SCPEP1_1
569,HHIP_1,CELF2_5,AGPHD1_1
570,TMEM265_1,NUDT13_1,G3BP2_1
571,ZNF536_2,SERPINH1_3,KCNJ3_1
572,XKR6_1,GTF2IRD1_2,CTDSP2_2
573,TOM1L1_1,FAAH_3,DNM1_1
574,SFI1_2,SYCP2_1,KDM1B_1
575,CYLD_1,CERS6_2,LRRIQ3_1
576,NPM1_1,DNAJC28_2,IL10_1
577,BIK_1,GPR39_2,COL17A1_1
578,MAST1_1,PRR14_2,OLR1_1
579,TPM1_2,ATP1A3_1,UBL3_2
580,ARPP21_1,SEMA6B_1,RRM2_1
581,MAST4_4,NIP7_2,SYNGR2_1
582,CDV3_2,LIPA_2,ARHGAP21_1
583,CYP27B1_1,EXOC6_5,MVP_1
584,TTC9B_1,POLR3GL_1,TUBAL3_1
585,NOVA1_1,LGR5_2,FAM217B_2
586,ZNF777_1,ZNF230_1,TCF7_2
587,SFI1_3,LGALS1_1,PPP1R15B_1
588,FXYD6_1,GIGYF1_2,NR2F1_1
589,CD200R1_2,RHOQ_2,HOXD9_2
590,ZNF529_2,CAST_4,CCT6B_2
591,USF3_1,CSNK1E_1,GLMN_1
592,ARPC2_2,ZDHHC7_1,ZBTB26_1
593,GPT_1,MLX_1,MYCL_1
594,TALDO1_1,FIBP_1,GHRL_3
595,BDNF_1,CCNL1_1,CPN1_2
596,ORC3_1,SCN5A_2,C19orf25_2
597,ST6GAL1_2,ZNF280B_1,SGMS1_6
598,CDC25C_1,DOK3_1,CPLX2_2
599,SHPK_1,CNGB1_2,MTHFD2L_1
600,PCSK7_1,SENP7_1,ST6GALNAC2_5
601,NMRK2_1,TNFSF15_1,NAPRT_2
602,ZNF816_1,NMB_3,LTB_2
603,BLOC1S1_2,SIAH2_2,MAML3_1
604,SPATS1_2,RPS19_1,DNTTIP2_1
605,RBM14_1,RAB13_1,MRPL50_1
606,SAMD4A_1,FFAR3_1,NMB_1
607,CPNE1_3,MRI1_1,SSFA2_2
608,HSF2BP_1,QDPR_2,STAP2_1
609,PPM1J_1,ACADM_2,C6orf15_1
610,POLR2G_1,OIT3_1,MMP3_1
611,NAT14_1,CAPS_1,NAT8_1
612,TBC1D24_2,ENC1_1,RUSC1_2
613,SORCS2_1,KCNQ1_1,FANCG_2
614,DPF1_1,SLC28A2_1,KLK12_2
615,SLC35A3_1,C19orf33_3,EPCAM_1
616,C1QTNF1_2,MUC17_1,LYPD6B_2
617,DHRS1_1,KRT17_1,SMARCC2_1
618,FIS1_1,ARHGAP20_2,SLC23A2_1
619,NCAPG2_1,SH2D2A_1,C10orf107_1
620,GLYATL2_1,STK38_2,BRD8_2
621,PAFAH1B3_1,ADAMTS9_2,ROBO2_1
622,RPS6KA4_1,GLIPR1L1_1,ZNF565_1
623,C5orf15_2,PLCXD2_2,PRPF4B_1
624,NUCB2_1,ATP6V1E1_1,PAK6_2
625,SPG20_2,COBL_2,FAM3B_2
626,MAD2L2_2,TEX26_1,PYM1_1
627,GRHL1_2,WFIKKN2_1,EFNA4_1
628,NSG1_2,KRT78_2,CYP19A1_3
629,TBC1D13_1,PELP1_1,ASB16_2
630,CACNA1H_2,PSIP1_1,LGALSL_1
631,PAFAH1B1_4,DLGAP1_3,PLS1_1
632,SEPP1_2,LBX1_1,GNL1_1
633,VCL_1,PEMT_2,MGLL_2
634,KLHL1_1,ZNF532_2,TTC33_1
635,CHD5_1,RHOH_1,IL22RA1_1
636,FAM169A_4,BHLHE41_3,MAP2K2_1
637,BAT1_1,GADD45GIP1_1,BOD1L1_1
638,FGD4_1,MAP3K3_1,IL6_2
639,HSD17B11_1,DAPK1_2,SRGN_1
640,GSG1_1,ABO_2,COL5A3_1
641,PCM1_2,APOM_1,CHRD_2
642,PKN3_2,BOK_2,AQP8_1
643,MYBPH_1,ARPC1B_2,MYL4_1
644,PIGO_1,CCDC170_1,GMPPB_1
645,ANGPT4_1,EMILIN2_2,TMEM176A_2
646,TERF2_1,PLGRKT_3,TBC1D31_1
647,DCP2_1,PHF14_1,CHD1_1
648,SYNGR4_1,GPR55_1,NT5C1B_1
649,AAED1_1,NIF3L1_1,SLA_2
650,FRRS1L_1,SPN_4,ISLR_2
651,GPR4_1,MAK16_2,SSFA2_1
652,IAH1_1,DHX33_2,HBQ1_1
653,BTG4_1,SIGLEC10_1,LDB1_2
654,ARFGEF2_1,DRAM2_1,S100A14_2
655,TFRC_1,SLC27A6_2,TAOK3_1
656,ZKSCAN4_1,SLC16A5_1,CAPZA2_1
657,AGPAT1_1,SLC6A16_4,C1orf194_2
658,GANAB_1,TRAPPC1_1,LARP4B_1
659,ESPN_2,SIAE_2,RPL23A_1
660,GUK1_1,A1BG_2,NCR3_1
661,GCG_1,FYTTD1_1,CIB4_1
662,FBXO18_2,CREBZF_1,ALCAM_2
663,TSGA13_1,KRT34_1,GPR68_1
664,PPM1A_2,C16orf45_1,MMP10_1
665,ADAT2_1,NOL3_1,C8orf22_1
666,CEP76_1,DCAF17_1,OTULIN_1
667,CXCR1_1,COG1_1,TPPP3_2
668,LGI3_1,ABHD16A_4,ACBD3_1
669,ENPP5_1,GLRX_2,FAXDC2_1
670,MX1_2,FLNC_1,COL6A1_1
671,TTBK1_1,MED19_1,TMEM176A_1
672,JAM2_2,PLCB3_1,EMC8_1
673,IGSF10_5,IFITM3_1,RAD51D_2
674,RAB6B_2,MIER2_1,SERPINA3_1
675,KCNK12_1,SPINT2_2,TBX4_1
676,STARD5_1,S100A1_1,FBXW7_1
677,PCGF1_3,ARFGEF3_1,ANKRD36_1
678,BBS1_1,GAS7_6,NXPH3_2
679,METTL16_1,GPR3_1,DAPK1_3
680,RPS3A_1,CD9_1,CCR1_1
681,SKIV2L2_1,HHAT_1,SPINT1_1
682,USP1_2,ADORA2B_1,CFAP36_1
683,CD2BP2_2,ALPPL2_1,SLC4A9_1
684,MYBPC2_1,LMNTD2_2,SOD3_1
685,GBGT1_2,POU6F2_1,CYB561_1
686,STK11IP_1,TBX3_3,SPAG4_2
687,BAIAP2_1,ALPI_1,CKB_2
688,SGPP2_2,PPFIA3_2,FHL2_1
689,STOML1_3,,BAIAP2L2_1
690,FADS2_1,,TSPAN1_1
691,GLT8D1_2,,CHRNB4_2
692,NFATC4_2,,RBM45_1
693,YY1_1,,YRDC_1
694,NXPH3_1,,SMARCB1_1
695,DBT_2,,KIAA0408_1
696,SIPA1L2_1,,KCTD2_2
697,YTHDF2_1,,C9orf64_2
698,ACCS_1,,PPA1_1
699,FIG4_1,,KLK12_1
700,ZEB1_4,,CTRB1_1
701,FASTKD1_2,,FAM174A_1
702,RBM34_1,,CBX2_1
703,GPN1_2,,MRVI1_2
704,MAGI1_4,,P4HA1_1
705,ZNRD1_1,,ZNF385A_2
706,FAR2_2,,LZIC_2
707,COL22A1_1,,GAB1_3
708,HAS1_1,,TLR3_1
709,C9orf9_2,,ZDHHC1_1
710,BDKRB2_2,,OXA1L_1
711,DGAT2_1,,IRF3_2
712,VSIG8_3,,PDE4A_4
713,IGSF11_1,,DUS3L_1
714,SENP8_2,,DTX3L_2
715,MAST2_1,,TRPC4AP_1
716,CNP_1,,SLC8A1_3
717,COX20_4,,SLC7A4_1
718,ZNF320_1,,DBNDD2_7
719,PXDC1_1,,MRPL18_1
720,HOXB3_1,,CSF2_1
721,COQ3_1,,ZDHHC5_3
722,TRIM29_1,,TCEA1_1
723,SFMBT2_1,,FOXP2_3
724,CYP20A1_1,,SWAP70_1
725,MXI1_1,,SPON2_3
726,BCL7A_1,,KLHL42_3
727,SOCS7_1,,CNPPD1_2
728,MRPL35_2,,PISD_2
729,MARCH6_1,,ZMIZ2_2
730,CKS1B_1,,CARD19_2
731,WDR91_1,,HOXD3_5
732,ITGA8_2,,TTC25_1
733,MYO1F_1,,XAF1_1
734,TRIOBP_1,,RBM39_1
735,SRSF4_1,,EIF5A_5
736,ANPEP_1,,GOLPH3_1
737,CAMK2N1_2,,ZNF354A_1
738,TNK1_1,,ZNF571_2
739,VSIG10L_1,,AIM1_3
740,FGFR2_1,,SNX19_1
741,ZNF614_1,,TMEM263_1
742,DPP4_1,,ATG101_1
743,KCNK10_2,,AGL_5
744,PRPF38B_1,,MVP_3
745,RASA3_1,,SRXN1_7
746,DUSP26_2,,KHK_2
747,ADAMTS18_1,,SFTPB_1
748,AUTS2_1,,MYOM3_2
749,ZSCAN12_1,,PRSS12_1
750,ATAT1_1,,POP4_1
751,GRASP_1,,HIBADH_1
752,NPTXR_2,,WDR24_1
753,INO80B_3,,KIF6_1
754,CLIP2_1,,SNX22_1
755,DOPEY2_1,,ADAM10_1
756,PNMAL1_2,,WWP2_1
757,SASS6_1,,HK2_1
758,TANK_1,,SNRPN_1
759,PAX2_1,,CAMK2N2_2
760,CEP131_1,,IGSF10_1
761,MOB1B_1,,ITPK1_2
762,PPT2_1,,CBLB_1
763,SHTN1_1,,COA6_1
764,TMEM243_1,,DCPS_1
765,HP_1,,PDE4A_2
766,CFAP52_1,,TCFL5_3
767,DYNC1I2_1,,TBC1D2_3
768,MGAT5B_2,,ASB1_3
769,KIRREL_2,,ODF3L1_1
770,ZNF93_1,,EFHB_1
771,TCN2_1,,TMEM220_2
772,GALR2_3,,NOCT_1
773,FOXO3_2,,IMPA2_2
774,GTF2F2_1,,TAF9_1
775,FLYWCH2_1,,PDE4D_2
776,IL17RB_1,,EPC1_2
777,EVPL_3,,CLUL1_2
778,ASL_1,,C21orf59_3
779,SSNA1_1,,SLC7A1_1
780,UBTD1_2,,ELSPBP1_1
781,MAP1S_1,,TRDMT1_1
782,NCAN_1,,CCDC90B_2
783,HOXB4_6,,CD226_3
784,RASGEF1C_1,,SEMA3A_1
785,GLI2_1,,PCDH8_1
786,VWCE_1,,KBTBD12_1
787,DDX46_1,,XYLB_1
788,PKNOX2_3,,H2AFZ_1
789,GUCY1A3_5,,REST_1
790,SUOX_1,,ITPK1_3
791,DNPEP_1,,MIER1_1
792,SRFBP1_1,,SDR42E1_1
793,HTR4_3,,IFT52_1
794,KAZN_3,,C1QTNF1_1
795,LEF1_3,,KLHL12_1
796,TYSND1_1,,XPO4_2
797,AFF1_1,,FBXO45_1
798,MORN3_1,,ZNF844_1
799,BAP1_2,,ZNF71_1
800,TBK1_1,,GSR_1
801,FAM213B_2,,POLD1_1
802,DDX1_1,,GPSM3_3
803,SMIM19_1,,CRYGC_1
804,RPP14_2,,KL_1
805,ZNF707_1,,GTF2H4_4
806,OPA1_1,,SP3_3
807,THAP5_3,,PDIA5_1
808,HIST1H4H_1,,SRPK1_1
809,SNCG_3,,ZNF582_3
810,PHLDA2_1,,TEX36_1
811,SEPT8_2,,DEPTOR_3
812,KIF3C_1,,CABIN1_2
813,TFPI2_1,,FSD1L_1
814,ALOX12B_1,,ZWINT_1
815,TRNT1_1,,USP8_1
816,GRM3_1,,PHF10_1
817,HIVEP2_2,,YIPF4_1
818,SNX4_1,,LIAS_1
819,MRPS18C_1,,PDCD5_1
820,RIPPLY2_2,,SLC22A12_1
821,LENEP_1,,F7_1
822,LRRC4C_2,,ALG14_2
823,FXYD7_2,,GPX2_2
824,FBLN5_2,,MTMR12_1
825,FAM78A_1,,HNF4A_3
826,LAMB1_1,,TOMM70_1
827,SNTB2_1,,PXDC1_2
828,PLXNA4_1,,SYNE3_3
829,HOOK2_1,,WDR83_1
830,NKIRAS2_1,,SLC6A12_4
831,OTUD6B_1,,PRUNE_1
832,RAB20_1,,ALS2CR12_1
833,PMF1_1,,C16orf52_1
834,PHF21A_1,,UGT8_1
835,REL_1,,RNF212_1
836,DAAM2_1,,DCLRE1A_1
837,CENPS_2,,TRIB2_1
838,MAPK12_1,,AIF1_2
839,ZCCHC10_1,,PAOX_1
840,ERICH2_1,,ABRA_1
841,HEMK1_2,,DPP4_2
842,XPO4_1,,CLK4_3
843,FGD5_1,,PTPRJ_1
844,ADAM19_1,,STX7_1
845,SLC39A1_2,,CPAMD8_2
846,AMDHD2_1,,LDHAL6A_1
847,VGLL4_1,,GRHPR_1
848,SVBP_1,,CHRD_1
849,CYP7B1_1,,MFSD3_1
850,EIF1AD_1,,C10orf11_1
851,NKX2-8_1,,ZBTB14_1
852,POLE4_1,,ZNF532_3
853,ZSWIM7_1,,ZBED6_1
854,RAB24_5,,CHD9_1
855,HOXC6_1,,ZNF398_2
856,TIMM21_1,,AQP5_1
857,NRCAM_3,,CCDC150_1
858,KCNQ1_3,,SLC22A18AS_2
859,FAM160A2_1,,PANX3_1
860,MKLN1_2,,EVI2A_1
861,FGF23_1,,RSAD1_1
862,PNPLA5_1,,MAFG_3
863,DYX1C1_1,,PTPN9_2
864,MTUS2_3,,FES_1
865,FGF19_1,,NTN1_1
866,AHR_1,,CRY1_1
867,KDM5B_1,,METRN_2
868,APPL1_2,,PVR_3
869,AOC3_1,,MYL1_2
870,CCDC65_1,,ZMAT3_1
871,POLD4_6,,GRAMD3_3
872,STEAP3_1,,RCHY1_2
873,KCNN4_1,,TCOF1_1
874,GNLY_1,,MOV10L1_3
875,NEUROD4_1,,ADGRG1_1
876,INO80C_1,,MIER1_3
877,SLC12A6_2,,SLC22A11_1
878,CD200_1,,NKX2-1_1
879,CRB1_1,,GPR75_3
880,ZNF514_1,,YWHAZ_3
881,KANK4_1,,ZNF256_1
882,KLC2_1,,KANK1_2
883,PQLC2_1,,FAM170A_1
884,ECEL1_1,,THBS3_1
885,NCALD_2,,SLC39A5_2
886,ATAD3A_1,,ADAM9_1
887,CCBL1_2,,CCDC169_1
888,RSPO4_1,,CISD3_1
889,BAIAP3_1,,CCDC88A_1
890,PTCH2_2,,RETN_2
891,BDP1_1,,TPTE_3
892,RAB25_1,,PCOLCE2_2
893,CALU_1,,ARHGAP35_1
894,FAM49B_2,,SPAG16_1
895,NUCKS1_1,,ENKD1_1
896,MED11_1,,FGL1_1
897,SF1_2,,VAMP3_1
898,SLC16A14_1,,AKR1C2_1
899,RMDN3_1,,PDS5B_2
900,TIMM9_2,,POLA2_1
901,SYNGR3_1,,EEF1B2_1
902,C11orf21_1,,FAM63A_1
903,VOPP1_1,,DLGAP2_2
904,STK11_2,,HNRNPL_1
905,RAB3C_2,,HPS3_1
906,TNFRSF25_2,,KCNIP4_5
907,TMEM14C_1,,CD40_1
908,ANO9_1,,NEO1_1
909,BCL2_2,,CBARP_2
910,C7orf55_3,,TADA2B_1
911,NOVA1_3,,FAM114A2_1
912,PRSS21_1,,CD46_1
913,DLX1_2,,DTWD2_1
914,BMP7_1,,HLA-DPA1_1
915,CHAT_2,,LAMTOR5_2
916,TMBIM6_1,,MTFR2_1
917,SPX_1,,GPN2_1
918,UPF2_1,,SHBG_2
919,LZTS1_1,,PLCL2_2
920,IL1RL2_1,,CCNJ_1
921,GEMIN4_1,,GABARAP_1
922,P2RX2_1,,POLR2D_1
923,SSBP4_3,,TGIF2_6
924,MAT2A_1,,SLC16A4_1
925,PRPF18_3,,XRN1_1
926,SERPINB8_4,,JPH4_1
927,FBXL2_1,,VANGL1_1
928,TGFA_1,,FMO1_2
929,THY1_1,,CCDC62_1
930,ALDH1A2_1,,NEUROD1_1
931,UCN2_1,,ZNF83_1
932,SLC26A4_1,,UTF1_1
933,ATAD5_1,,DTX3L_1
934,SCUBE2_1,,ANKS4B_1
935,RORC_1,,RELT_1
936,SORBS2_2,,POLD4_1
937,GDF2_1,,JTB_3
938,MME_4,,ARPC1B_4
939,PPP3R1_2,,GTF2I_1
940,CLU_1,,NTRK2_1
941,HOXC4_2,,MBD5_1
942,GPRC5B_1,,ZIC2_1
943,MRPL2_1,,F11R_4
944,PXYLP1_1,,UBC_1
945,SYNE1_1,,STEAP2_2
946,HIPK2_1,,ERBIN_3
947,TECPR1_1,,NEIL1_2
948,SLC33A1_1,,C11orf91_2
949,PDE1C_3,,RNF2_2
950,ZNF569_2,,RAB43_2
951,ARPC1B_1,,NT5C3B_1
952,CAGE1_2,,MXRA7_1
953,HOXC6_3,,SPDL1_2
954,GLCE_2,,RPE65_1
955,LRRC7_1,,ADORA3_1
956,POLR2F_1,,TTC39B_1
957,CCPG1_2,,TRAF7_2
958,C6orf203_1,,ZNF250_1
959,C1orf122_1,,C4BPB_2
960,METTL23_2,,SLC25A10_3
961,LRRTM1_2,,GPBP1_1
962,MXRA8_1,,NUP37_1
963,ANKRD29_1,,ANKRD30B_1
964,RSPH3_1,,RAB11FIP1_2
965,ZNF496_2,,XCR1_3
966,FAH_1,,TRAM2_1
967,ZNF567_1,,TMC4_1
968,ZNF493_1,,KIAA0319L_1
969,LSMEM2_1,,TLDC2_1
970,CHST11_1,,HOXA13_1
971,SLAIN2_2,,PLA2G12A_1
972,TM2D3_1,,HIVEP3_3
973,NTNG1_2,,MRPS31_2
974,ZNF160_1,,NR2E3_1
975,FKBPL_1,,PLEC_1
976,FBXO18_1,,PAPSS2_1
977,MAMDC2_1,,SERPINB9_1
978,GRIN3A_2,,CYP7A1_1
979,CCDC57_1,,ABHD11_1
980,LRIG2_1,,CPAMD8_1
981,HYPK_1,,RITA1_3
982,TMEM51_2,,SPIDR_2
983,MAP3K7_1,,C3AR1_1
984,TPH2_1,,CAGE1_3
985,MAGOH_1,,LTB4R_3
986,MED8_1,,MFSD14C_1
987,TAF9_4,,MDM2_3
988,CNOT10_1,,SLC45A4_1
989,IL15RA_1,,ZNF436_3
990,LHFPL5_1,,FCMR_1
991,ARHGEF25_1,,ENDOV_1
992,PLXNC1_2,,F11_1
993,NOVA2_1,,HOXD8_1
994,CYP4F11_2,,MTERF3_1
995,RERG_1,,P4HB_2
996,HLX_1,,RNF5_1
997,MRPL53_2,,FAM171B_1
998,COX14_3,,ISM2_1
999,PRDM8_1,,METTL9_1
1000,UBE2C_1,,AGBL4_1
1001,PRADC1_2,,PNPLA8_1
1002,MYO18A_1,,PRRC2A_1
1003,EYA4_3,,CTDSP2_1
1004,SLC26A6_2,,FCRLB_2
1005,ZNRF1_3,,RASGRF2_1
1006,NOD1_1,,YME1L1_1
1007,PEX3_2,,ERCC5_4
1008,RIN2_1,,TMEM168_1
1009,KREMEN2_2,,DCN_2
1010,UBE2K_1,,TFEC_2
1011,KIF21A_2,,ATXN10_1
1012,GAD2_2,,PCNX1_3
1013,TMEM201_1,,CC2D2A_3
1014,ATF7_2,,DNASE2_1
1015,CCNH_3,,JTB_1
1016,SOHLH1_1,,BLCAP_2
1017,ZNF502_1,,MRPL18_2
1018,KLK7_2,,ZBTB6_1
1019,CHST1_1,,FAAP100_1
1020,ANKDD1A_2,,LRRC3_1
1021,PIGR_1,,ANKRD18A_3
1022,ZNF445_1,,BHLHE41_4
1023,POLR2L_1,,MRPL28_2
1024,TNPO2_2,,PPP1R15B_2
1025,PRSS57_2,,CARD18_1
1026,YPEL5_1,,SEPT11_1
1027,RIPOR2_1,,AMPD3_1
1028,WDR41_1,,STMN4_1
1029,MRPL43_2,,MADCAM1_1
1030,FRK_2,,SP110_1
1031,SEPT8_1,,NREP_1
1032,MRC2_1,,SPNS1_1
1033,TMEM165_1,,PLPP3_6
1034,KCNB2_2,,HSDL1_1
1035,SH3BGRL2_3,,SNF8_1
1036,EXO5_1,,DNAJC5_3
1037,PI4KB_1,,RCN1_5
1038,VIL1_1,,ANO5_3
1039,SHISA2_1,,UTS2B_1
1040,HYOU1_2,,ZNF8_1
1041,ZIC4_3,,CCDC28B_1
1042,GSE1_1,,FUZ_1
1043,DHFRL1_1,,CUX1_1
1044,ZGPAT_2,,ZNF721_2
1045,KIF9_1,,JPH4_3
1046,HAAO_2,,ING2_3
1047,TXNRD1_2,,MRPL1_2
1048,RPL17_1,,HHATL_1
1049,RUNX3_2,,DNAAF3_2
1050,BACH1_2,,CYP26B1_3
1051,NFKB2_2,,LNX1_1
1052,EXOSC7_1,,FUBP3_1
1053,RNF135_1,,FGF17_1
1054,CYB5R4_2,,MGAM_1
1055,NXPH1_1,,PDIA4_1
1056,SPATS2L_1,,VPRBP_1
1057,CNN1_2,,MFSD7_2
1058,PELI3_1,,STEAP2_1
1059,LRRC46_1,,MAP1LC3A_3
1060,HOMER3_3,,EDNRB_1
1061,PHKG1_3,,RAB10_4
1062,ATG14_1,,ZNF682_1
1063,IFRD1_1,,BPGM_1
1064,GTF2H3_1,,PIAS1_1
1065,SCARB1_1,,C12orf72_1
1066,WBP4_3,,RGS5_1
1067,LAMB1_2,,IFI27L1_1
1068,HEYL_2,,FOXA2_4
1069,DGKZ_2,,FARS2_2
1070,BCAR3_1,,CRYBB1_1
1071,JAKMIP2_2,,LARP6_1
1072,HHIPL1_1,,IL4I1_2
1073,RDH16_1,,BPIFA2_1
1074,SLC2A9_1,,C21orf62_1
1075,C19orf24_2,,PAQR5_1
1076,PTMA_1,,ALAS1_1
1077,ZFP91_6,,ZNF608_3
1078,SDHC_2,,CST6_2
1079,SEPT9_4,,PRPF40B_1
1080,MAP3K7_2,,APOM_2
1081,IDI1_1,,AGL_2
1082,ST13_2,,IRF9_2
1083,NR6A1_1,,CCDC90B_1
1084,ABCC9_1,,HNF1B_1
1085,RCHY1_3,,SLC22A23_1
1086,USP6NL_2,,ZNF484_1
1087,POLH_1,,TRAF1_1
1088,PSD_2,,LHFP_1
1089,PEX19_4,,NOV_1
1090,BARX2_3,,LRRC16A_2
1091,KAT2A_1,,METTL12_1
1092,IRAK1BP1_1,,GIPR_1
1093,HSPA12A_1,,GRAMD1C_2
1094,ARFIP2_2,,NEMF_1
1095,IL12RB2_2,,PALMD_1
1096,C10orf35_1,,PKN3_1
1097,WDR81_1,,AP3S1_1
1098,CRYBB2_1,,HHATL_3
1099,ECM1_1,,UBASH3B_1
1100,TNRC6B_1,,GSR_2
1101,RPS27L_1,,CD59_7
1102,FADS2_3,,FAM103A1_2
1103,PABPN1_7,,C1orf210_2
1104,LOXL2_1,,SLC52A3_1
1105,UBE4A_1,,ZNF490_1
1106,SLC25A45_2,,FAM227B_1
1107,TCAF1_1,,SDCCAG3_1
1108,CAPZB_1,,RGS19_1
1109,DALRD3_3,,SFTPB_2
1110,MTF2_1,,SPRY2_1
1111,DISP3_2,,TNIP2_1
1112,OSBPL9_2,,LAMTOR1_2
1113,ACSBG1_1,,WIF1_1
1114,GRIK1_1,,C22orf29_2
1115,EWSR1_1,,CLDND1_5
1116,MAP3K14_1,,CYBRD1_1
1117,DNM3_1,,DUSP8_1
1118,ZNF221_2,,MYADML2_1
1119,PLOD2_1,,CDK5RAP2_1
1120,ITPKB_2,,NAT2_1
1121,RAD52_2,,AXIN2_5
1122,PCSK7_2,,PIN1_2
1123,MAP1B_1,,CHRNB4_1
1124,FAIM_1,,UBL3_1
1125,SLITRK3_3,,PLXDC2_2
1126,FBXL3_1,,THRAP3_1
1127,STK40_2,,TCN2_3
1128,GATAD1_1,,RAB29_2
1129,FAT4_1,,BBC3_3
1130,SBK1_1,,GIPC1_1
1131,FOSL1_1,,SAMD1_1
1132,NEK8_1,,THOC7_2
1133,CACNA1C_1,,PDGFRA_5
1134,STX11_1,,ASPM_1
1135,CCDC25_1,,DCT_1
1136,PAX3_2,,EFNA3_1
1137,DIRAS2_1,,C14orf37_1
1138,DTX3_2,,PEMT_1
1139,FGF5_2,,CPNE5_3
1140,GRIN2A_3,,RC3H2_2
1141,TTC7A_3,,PAGR1_3
1142,TNS2_2,,RPS9_1
1143,LMO1_2,,NDUFV3_2
1144,CD82_1,,WDR26_1
1145,NLGN1_3,,NCBP3_1
1146,TPST1_1,,PLCG1_2
1147,SLC6A5_1,,ZNF384_1
1148,GSX2_1,,NDOR1_1
1149,TF_1,,UBE2E1_1
1150,SLC7A4_2,,MAN1B1_1
1151,ITFG1_2,,PDS5B_1
1152,GTDC1_2,,FRYL_1
1153,EFS_4,,TUBA1A_1
1154,CLSTN2_1,,CDCA5_2
1155,RAPGEF4_3,,RITA1_1
1156,DOCK5_1,,GTF2I_3
1157,IER3_1,,ANXA9_4
1158,NDFIP1_1,,SLC39A7_1
1159,FUCA2_1,,LUC7L3_1
1160,ATN1_2,,CLDN11_5
1161,PIGC_1,,ZBTB12_2
1162,PDCD6IP_2,,PAEP_1
1163,EDNRA_2,,FKBP2_3
1164,LTBP2_2,,UBE2G1_1
1165,CRTAP_1,,MYL12A_1
1166,ANGPTL6_2,,ANKEF1_1
1167,FSCN2_2,,CLK4_2
1168,NUP188_1,,RNF103_6
1169,MIB1_3,,GPR157_1
1170,MRPL33_1,,TSC22D2_3
1171,UIMC1_3,,ARL6IP4_3
1172,PON1_1,,ZNF503_1
1173,SLC4A11_3,,CXCR4_1
1174,MATK_1,,SYNDIG1_1
1175,SNX33_2,,NRN1_1
1176,THOC1_1,,GATA4_1
1177,HDAC7_1,,ACVR2A_2
1178,GPRC5C_3,,FKBP1B_1
1179,MICA_1,,ZNF25_1
1180,P3H4_1,,C1orf122_2
1181,PTRHD1_1,,TERF2IP_1
1182,MRPL36_2,,SOSTDC1_1
1183,KCNH1_1,,UFL1_1
1184,DMBT1_1,,CPVL_1
1185,IQGAP1_2,,SERPINI1_1
1186,GRP_2,,KCNAB3_1
1187,OSR1_1,,ESM1_1
1188,REN_1,,C19orf79_1
1189,SLC39A3_1,,NAT14_2
1190,GABARAPL1_1,,CCNJ_2
1191,NUS1_2,,NEDD4_2
1192,ASIC5_1,,AKT1S1_4
1193,SLC7A10_1,,LZTS2_3
1194,ZBTB21_1,,FAM13B_2
1195,RNF150_1,,PKIB_1
1196,CACNB2_2,,MEP1A_1
1197,TM4SF19_3,,P2RX4_1
1198,DCAF11_1,,INSL3_1
1199,ANP32B_1,,EPPIN_1
1200,DERL3_1,,SYCP2L_2
1201,PTPN4_1,,NRP1_4
1202,SATB1_1,,NEURL3_1
1203,CGRRF1_1,,FABP6_1
1204,TMEM200A_1,,CPN1_1
1205,SLC22A18_2,,LARP1_2
1206,FAM84A_1,,IGF2_6
1207,NCSTN_1,,PUF60_1
1208,JAM3_1,,C6orf106_2
1209,SENP5_1,,USP10_1
1210,HEATR5B_1,,NOSIP_1
1211,POU4F2_1,,CCDC38_2
1212,UFD1L_2,,REG3G_1
1213,GPT_2,,BPGM_2
1214,IZUMO4_2,,C22orf31_1
1215,GLCCI1_3,,ACOX3_1
1216,RAB3IL1_2,,ATG16L2_2
1217,ZNF793_3,,PRDM4_1
1218,FAHD2A_1,,GLG1_1
1219,FCRLB_1,,TPPP2_2
