,discarded,sigmoid,continuous
1220,AP1S3_2,,IL23R_2
1221,JTB_2,,ADCY3_1
1222,SORBS1_2,,CCDC63_1
1223,PPFIA2_1,,DNAAF1_1
1224,PPM1H_2,,CNOT2_2
1225,MAP3K2_1,,ELOVL7_1
1226,SLC12A6_3,,DLGAP4_2
1227,GEMIN4_2,,LAMB3_3
1228,UHMK1_1,,ARID3B_1
1229,GDI2_1,,SPC25_1
1230,CYHR1_1,,CCNB1_1
1231,SMAP2_3,,TMEM30A_1
1232,SYNPO2_1,,ADAMTS12_2
1233,THRB_4,,COBL_1
1234,GRHL1_3,,NUP62_1
1235,GRIN2A_2,,DLGAP2_1
1236,SMCR8_1,,NMT1_1
1237,MARK1_1,,TMEM170A_1
1238,ZNF365_2,,RANBP9_2
1239,PLAU_1,,C1QTNF2_1
1240,NDST3_1,,CLPTM1_2
1241,RNF39_1,,ZNF304_1
1242,USP2_1,,TRAF6_1
1243,DHX37_1,,NECAP1_1
1244,ADAMTS3_1,,PHF2_2
1245,MAP1B_3,,AMDHD1_1
1246,SLC41A3_1,,PEF1_1
1247,IMPACT_1,,HSPD1_1
1248,APOB_2,,FAP_2
1249,FAM110C_1,,KCTD20_2
1250,SFXN5_1,,FAM228B_1
1251,LOX_2,,FBXO33_2
1252,SCD_1,,ADAMTS4_1
1253,RDH5_2,,VPS13B_2
1254,LNX2_2,,SPSB3_3
1255,ZCWPW2_1,,MIS12_2
1256,HOXA1_1,,TRIM41_1
1257,TBX21_1,,CISD3_3
1258,CD48_1,,TCP11_1
1259,GALC_1,,VWF_1
1260,CORO2B_1,,COA6_2
1261,NOL8_1,,CREBBP_2
1262,CAV2_2,,RFX7_3
1263,PDF_3,,POMGNT1_1
1264,SDHAF4_1,,NOSTRIN_1
1265,PPP6R3_1,,TMEM252_2
1266,ENOX1_3,,GFRA1_2
1267,ZBTB38_1,,PARVB_3
1268,CTBP1_2,,GON4L_1
1269,SAMD3_1,,TNS1_1
1270,C11orf49_3,,MTERF3_2
1271,RPL36AL_1,,PARS2_1
1272,TWNK_1,,CHD4_2
1273,PGM1_1,,PITPNC1_3
1274,CRYGN_1,,PAX7_1
1275,HOXA5_1,,SERPINA1_2
1276,PRKCE_1,,ITGB3_1
1277,NSUN6_2,,FAM208B_1
1278,PRKCQ_2,,ING5_1
1279,NFYB_1,,ERICH5_1
1280,THAP9_1,,RDH5_1
1281,DNAJC18_1,,APH1B_1
1282,TMEM57_2,,HK1_2
1283,PDCD6_1,,ZNF260_2
1284,MRPL19_1,,WDR27_1
1285,LAMB3_2,,ARHGEF11_1
1286,KLK7_4,,MICAL1_3
1287,MEST_2,,CCDC58_2
1288,VAMP2_1,,NDUFS4_1
1289,ETNK2_2,,LPO_2
1290,CHMP2B_1,,TCERG1_1
1291,PTTG1IP_1,,FBXO47_1
1292,RGS13_2,,GLIS3_2
1293,CCDC163P_2,,MTA1_2
1294,ABCF3_2,,GDAP1_1
1295,ARNTL_1,,IGSF23_1
1296,COG6_1,,ZNF563_2
1297,ZNF396_1,,LRRC16A_1
1298,C1QB_1,,ABCA2_1
1299,PMEPA1_2,,SNX2_1
1300,CCDC77_1,,KATNAL1_2
1301,ANKRD42_3,,DCTN4_1
1302,CACFD1_1,,SNX11_1
1303,AP2B1_2,,PDLIM4_1
1304,SMDT1_1,,COL17A1_2
1305,TMEM91_1,,NIPAL2_2
1306,TIMM9_1,,SMAD2_2
1307,SYTL2_2,,MBNL1_1
1308,RALGDS_7,,TAPBP_1
1309,HID1_1,,EZR_2
1310,EPHX4_1,,BNIP1_1
1311,CDCP1_1,,DPM3_1
1312,FAM198A_1,,ACYP2_1
1313,SLC25A42_1,,MYO7A_2
1314,IL15RA_2,,PTPN9_1
1315,IL17RE_1,,KBTBD12_2
1316,TCHHL1_1,,ABL1_2
1317,SGTB_1,,IGFBP3_1
1318,ZNF792_2,,CCND2_2
1319,ATP5J_1,,ATXN7L1_3
1320,MANBAL_1,,SNX15_1
1321,DFFB_1,,TMEM134_1
1322,ZNF571_3,,ZNF468_1
1323,CENPH_1,,TPPP3_3
1324,C2CD3_3,,C17orf75_2
1325,SLC13A5_1,,ABCG5_1
1326,FGF22_1,,GOLGA2_1
1327,ALOX5AP_1,,HNRNPUL2_2
1328,TMEM251_3,,RPL26_1
1329,RBCK1_1,,APH1B_2
1330,RABL6_1,,SPG11_1
1331,MCF2L_3,,SEC24B_1
1332,SHISA6_1,,ACY1_2
1333,ESRRA_3,,UBQLN1_2
1334,GNAI2_1,,TKFC_2
1335,DVL1_1,,NFIX_3
1336,ZNF551_3,,SLX4_1
1337,RFX4_1,,KRBA1_2
1338,NSRP1_1,,LGALS14_2
1339,GTF2A1_2,,LARGE_3
1340,CHRNA3_2,,MTHFS_2
1341,DCDC2_3,,C6orf106_1
1342,TNK2_1,,PRRT2_1
1343,BCL11A_1,,ZNF532_5
1344,ZNF644_2,,PLEKHA8_1
1345,ITM2C_1,,RTN4R_2
1346,AGO3_1,,MCCC1_1
1347,SIX1_1,,BAG4_2
1348,COX11_1,,LIMK2_2
1349,TEAD2_1,,CACNB3_1
1350,TRAK1_4,,NSMAF_1
1351,MPV17_2,,SUMF1_1
1352,RTCB_1,,JAM2_3
1353,TEKT1_1,,ARL1_1
1354,GPX1_1,,BDKRB1_2
1355,CERK_1,,SOX8_2
1356,TAGLN3_1,,RXFP1_1
1357,ABHD16A_1,,ARL2_4
1358,ADD3_2,,NAALADL1_3
1359,C16orf74_2,,U2AF1L4_3
1360,ODF2_1,,OAZ1_5
1361,CCL27_2,,LRP2BP_2
1362,ORC1_1,,PTPN1_1
1363,MRE11A_1,,ADGB_1
1364,INPP5E_1,,PITPNC1_1
1365,ADCY1_1,,DUOX2_3
1366,MYD88_1,,COG5_1
1367,DUSP15_1,,CSNK2A1_1
1368,ZNF133_1,,BDKRB2_1
1369,EARS2_1,,FAM63A_3
1370,TNFRSF8_3,,ECI1_1
1371,ZNF382_2,,PRDM16_1
1372,MAP2K4_1,,VWA5B2_1
1373,ANKLE1_3,,LPAR1_2
1374,CIZ1_2,,MCU_1
1375,POLE_2,,TXN2_2
1376,ARFGAP1_1,,C7orf26_1
1377,LRRC14_1,,CHURC1_1
1378,NQO2_2,,CPZ_3
1379,NUDT6_1,,C9orf114_1
1380,GLRX3_2,,PAMR1_2
1381,RHPN1_2,,SPATS2L_3
1382,VPS51_1,,M6PR_2
1383,CBLN2_3,,CRY2_1
1384,BPNT1_1,,MYO16_1
1385,TRMT6_1,,FLRT2_1
1386,ACPP_1,,FUT9_1
1387,FKBP4_1,,GUCA2A_1
1388,SERHL2_1,,UQCRB_2
1389,CALCB_1,,SYCP2L_5
1390,SUPT5H_1,,YTHDF2_2
1391,TET2_1,,CYB561D1_1
1392,SLC43A1_2,,ZNF451_1
1393,ATG12_1,,OXTR_1
1394,PNPLA6_3,,PHF11_2
1395,LRAT_2,,BCL6_2
1396,SNX10_3,,HSD17B2_1
1397,HARBI1_1,,AOC1_1
1398,DPF2_1,,GAL3ST2_1
1399,CALB2_1,,PITX3_1
1400,PAQR7_2,,SERPINA1_3
1401,GOT1_1,,AMBN_1
1402,PTRF_1,,TMEM156_1
1403,TXNDC16_1,,SNX3_1
1404,DCTN6_2,,NDUFB8_1
1405,CMTR1_3,,HYI_1
1406,RASSF8_1,,CCDC115_3
1407,ZKSCAN5_2,,BPTF_2
1408,TSSC1_1,,ABHD1_1
1409,CHN2_4,,ASB3_1
1410,DRG1_1,,HYDIN_1
1411,ZNF385B_3,,FAM184B_1
1412,ZBTB16_3,,CCDC109B_1
1413,OVCA2_3,,STARD7_1
1414,PIK3C3_1,,HSD17B2_2
1415,GLB1_1,,PVR_1
1416,CEP41_1,,VPREB1_1
1417,APH1A_3,,GCNT1_1
1418,NR3C1_6,,ZNF592_1
1419,CELA2A_1,,ARSB_1
1420,ESR1_3,,COMMD9_1
1421,CACNA1I_1,,CEACAM5_2
1422,PHF21A_3,,DNAJC25_1
1423,MFSD10_3,,DGKD_2
1424,KCNJ8_2,,RPL36AL_2
1425,FASTK_1,,RAVER2_1
1426,CDK4_1,,BRAF_1
1427,MRPS22_1,,DBNDD2_8
1428,MYO15A_1,,SERPINA10_3
1429,BRF1_3,,TMEM40_1
1430,HOXB6_4,,SCT_1
1431,AFF1_2,,EHBP1_2
1432,SUCLG2_1,,DPP4_4
1433,CBL_1,,NAA25_1
1434,NDRG4_2,,FBXW11_1
1435,PARD6G_1,,MED29_1
1436,PRKCZ_1,,CCSER1_2
1437,GABRG1_1,,ADRA1B_1
1438,KCNQ3_1,,ZNF432_2
1439,PTDSS1_1,,SRRT_1
1440,STAB1_1,,NCALD_1
1441,SLC35G2_2,,FUT10_1
1442,C5orf30_2,,CYP26A1_3
1443,STX16_1,,RNF19A_1
1444,QPCT_1,,FAM3B_1
1445,SAMHD1_1,,WSCD2_1
1446,UCK1_1,,OLFML3_1
1447,MCOLN2_1,,TMEM209_1
1448,RIF1_2,,BMI1_1
1449,TM6SF1_2,,STX17_1
1450,HIC1_4,,DOCK2_1
1451,RAPGEF4_1,,LYPD6B_1
1452,AMT_1,,AGAP1_1
1453,ZNF415_2,,ZNHIT6_1
1454,KLF3_1,,OSGIN2_3
1455,SMAGP_1,,ZNF263_2
1456,SLC18B1_2,,HEATR3_1
1457,ZNF219_1,,KCNK15_1
1458,NTN4_4,,HSPA1A_1
1459,GZMB_1,,HACD3_1
1460,SNCG_2,,SLC26A1_2
1461,MAPK8IP2_2,,FDX1_2
1462,RPAP1_1,,RAB23_2
1463,VWCE_2,,SEPT9_2
1464,FGF5_1,,HSPBAP1_3
1465,TP53RK_2,,MYH11_2
1466,BRINP3_1,,TTC9C_2
1467,NUDT9_2,,BTBD6_1
1468,SFTA3_4,,RTP3_1
1469,TRIM6_3,,NEDD4_3
1470,VEGFB_1,,VARS2_2
1471,PPIL1_2,,NUDT5_1
1472,CPXM1_2,,TMEM143_2
1473,KIRREL2_1,,PRRT2_5
1474,FAM98A_1,,TNFAIP8L3_1
1475,MED13_3,,POLE2_1
1476,KBTBD4_1,,PUF60_2
1477,CSRNP1_1,,SLCO5A1_1
1478,GPR137_2,,C8orf37_1
1479,MAD2L2_1,,LMO4_3
1480,ESRRG_3,,LEAP2_2
1481,LRRC75B_1,,ZNF708_1
1482,MTMR9_1,,EIF3G_1
1483,LHX6_2,,PASK_2
1484,NAP1L4_2,,FBXL4_1
1485,TUT1_1,,RAB17_2
1486,AP1B1_1,,FYCO1_1
1487,PBX1_1,,GSPT1_1
1488,NEK9_1,,METTL21C_1
1489,LANCL2_2,,EFS_1
1490,SFI1_1,,DLGAP4_1
1491,ZNF804B_2,,STATH_1
1492,WDR75_1,,ABL1_4
1493,CNTD1_1,,BEAN1_1
1494,ADGRA3_1,,MIER1_2
1495,HNRNPM_1,,CYB561A3_2
1496,AGL_3,,SLCO1B1_1
1497,LIN7A_1,,ACTR6_2
1498,RASGEF1A_2,,ZCCHC11_3
1499,PPP1R14A_2,,KIF5A_1
1500,ELMO2_1,,CDON_1
1501,PYGO2_1,,PAGR1_2
1502,FBXL13_1,,ZNF107_1
1503,PCP4_1,,LYPD3_1
1504,SEZ6L2_1,,HNF1A_1
1505,USP49_2,,THBS4_1
1506,LMO2_1,,GCNT2_3
1507,EEFSEC_1,,CRELD2_2
1508,ZNF451_2,,MATN3_1
1509,FAM234A_3,,KIF18B_1
1510,SCRN1_1,,MAG_1
1511,TUFM_1,,HIP1R_1
1512,SLC25A27_1,,ADD3_1
1513,LAPTM4B_1,,TBX5_3
1514,TRIM52_1,,FABP1_1
1515,CYGB_3,,TMEM129_1
1516,MBP_3,,MUTYH_2
1517,RAI14_1,,MARS_1
1518,EPHX2_2,,COG5_2
1519,LITAF_2,,SLC25A41_1
1520,LTBP3_1,,TM9SF1_4
1521,HUS1_2,,ARNTL2_1
1522,FAM20A_1,,GC_1
1523,CDH6_2,,LPCAT2_1
1524,WDR41_2,,CFAP53_1
1525,ZNF423_1,,PDF_2
1526,FOXP2_4,,TOMM20_1
1527,WDR78_1,,ZC3H11A_1
1528,PLVAP_1,,ZNF34_1
1529,SYCP2_3,,NBL1_3
1530,GNAS_3,,FHL2_3
1531,HNRNPUL1_2,,RPS14_1
1532,FEV_2,,SEPT9_3
1533,OS9_1,,TMEM106B_1
1534,SCO1_1,,OTOP3_1
1535,MMEL1_2,,THEM4_1
1536,CLNS1A_1,,BTNL8_2
1537,CHRDL2_2,,CPOX_1
1538,SLC2A1_1,,BNIP2_2
1539,ENTPD1_2,,TSC22D2_1
1540,L1TD1_1,,RAB8A_1
1541,CLPSL2_1,,SLCO1C1_1
1542,ZNF234_1,,MAP3K8_2
1543,KRT36_1,,TTLL9_4
1544,NKAIN2_1,,CCR3_1
1545,SLC6A1_1,,RNF169_1
1546,OAT_2,,EHBP1_1
1547,STARD13_2,,TNFRSF9_1
1548,FAM81A_1,,IFI16_1
1549,COL24A1_2,,FBXL12_2
1550,EEF1G_3,,HYI_2
1551,TESK2_2,,AP4S1_1
1552,GATA3_2,,VPS29_1
1553,SNX32_1,,IDH3B_1
1554,ZC3H4_1,,C7orf73_1
1555,SGK1_3,,DSTYK_1
1556,ORAOV1_1,,ANKRD36_3
1557,RHOJ_1,,CCDC81_2
1558,CNGB3_1,,SCFD2_2
1559,FADS6_1,,PSMB3_1
1560,ZNF365_4,,FAXC_1
1561,ARMC2_1,,ADCY7_3
1562,ZUFSP_1,,ZNF18_1
1563,CYTH1_1,,FNTB_2
1564,HEBP2_1,,ZBBX_1
1565,OLA1_1,,FAM101A_1
1566,ABCG1_2,,TESK1_1
1567,C10orf88_2,,CDS1_2
1568,ABCF3_1,,DCTN1_2
1569,C8orf74_1,,SYS1_1
1570,RAP1GAP_2,,MASTL_1
1571,CMTM1_1,,MMP23B_1
1572,DNAJC5_1,,CDK18_1
1573,EIF3J_1,,PIGX_1
1574,SS18_1,,CCDC38_1
1575,C7orf31_2,,DDHD1_2
1576,PERP_1,,PRCP_1
1577,FLOT1_2,,PRPF3_1
1578,SPATA46_1,,MRPL28_1
1579,MCAM_1,,CDS1_1
1580,WBP2NL_1,,LCOR_1
1581,SLC8A1_2,,IL1R2_1
1582,WTAP_2,,IZUMO1_1
1583,AGO4_1,,COPE_1
1584,MEF2C_2,,TACC2_2
1585,FBXO33_1,,FAS_2
1586,COG5_3,,KMT2C_1
1587,C15orf39_1,,EIF4ENIF1_4
1588,NECTIN3_1,,MB21D2_1
1589,RTBDN_2,,NIPSNAP1_1
1590,MYO1B_1,,EPC2_1
1591,SS18L2_1,,FTSJ3_1
1592,PHKG2_1,,ASB16_1
1593,MPPE1_1,,DUSP28_2
1594,WNT10B_2,,TNFSF12_1
1595,RAP1A_1,,U2AF1L4_2
1596,HK1_3,,TCP1_1
1597,ANKK1_1,,GCM1_1
1598,FZD4_1,,C11orf74_1
1599,ELOVL5_1,,PADI4_1
1600,CHN1_2,,PROX1_1
1601,ZNF528_1,,BLOC1S5_1
1602,SCARF2_1,,CCT4_1
1603,LRCH1_2,,C10orf71_1
1604,C5orf28_1,,DHRS4_1
1605,KATNAL1_3,,ATP9B_1
1606,MAGI2_1,,CD6_1
1607,PRKCSH_3,,IKBKE_1
1608,TMEM74_1,,ARHGEF11_6
1609,VKORC1L1_1,,PTPRJ_2
1610,ZNF786_1,,C2orf68_1
1611,SLC36A4_1,,FEZF2_1
1612,RMDN3_2,,MORN4_1
1613,CNDP1_1,,RSPH9_2
1614,PELI2_1,,ERICH6_1
1615,POLD2_1,,SYNGR4_2
1616,APTX_1,,RASL11A_1
1617,C2CD5_1,,SFR1_2
1618,HDAC11_1,,CCND1_1
1619,HELQ_1,,GTDC1_1
1620,TMEM39B_1,,C14orf145_2
1621,TMEM178A_1,,CATSPERG_1
1622,FLOT2_1,,GABARAP_2
1623,ZNF260_1,,CLIC4_1
1624,STK35_1,,ROBO3_1
1625,AKAP8L_1,,FBXW11_2
1626,ARVCF_1,,TPD52L2_1
1627,PXDNL_2,,ST3GAL3_4
1628,ZDHHC7_2,,SNTG1_1
1629,DCAF5_2,,MFAP5_1
1630,VAMP5_1,,IMPA1_1
1631,DAPP1_1,,ZNF586_1
1632,PNRC1_1,,VGLL4_2
1633,TSNAXIP1_1,,CHSY1_1
1634,TRIM26_1,,RSAD2_2
1635,RGS6_1,,RASSF7_4
1636,GPR85_2,,SLC17A6_1
1637,CAMK1D_1,,NCKAP1_1
1638,GPR137_1,,RPS24_1
1639,LSM2_1,,RAB4A_1
1640,ZYX_1,,ATOH8_3
1641,CCNO_1,,WDR61_1
1642,ZCCHC6_2,,ZFYVE21_1
1643,HTR4_1,,CHKB_1
1644,TMEM220_1,,RABGGTB_4
1645,CNST_1,,MXD3_1
1646,IGFBP7_1,,MRPL52_1
1647,ENPP7_1,,AK6_1
1648,SNRPG_1,,ZNF572_1
1649,RFESD_3,,IQUB_2
1650,CREB1_2,,C1orf226_2
1651,TACR1_1,,PIM1_1
1652,EXTL1_1,,ZCCHC11_1
1653,ZNF92_2,,ZC3H15_1
1654,LRRC37B_1,,CEBPE_2
1655,PTH1R_1,,JUP_1
1656,SLC4A11_2,,PDIA4_2
1657,ZNF263_1,,DHX9_1
1658,MAMSTR_3,,ZNF165_1
1659,ZFYVE28_2,,DPH6_1
1660,UNCX_1,,C19orf47_1
1661,METTL10_4,,SAPCD1_2
1662,GALNT18_1,,MBTPS1_1
1663,IMMP1L_1,,C21orf59_1
1664,PDS5A_1,,ADGRG5_1
1665,LRRN1_1,,KRT83_1
1666,ABCB6_2,,TTI1_1
1667,KIF2A_2,,MTX1_1
1668,DLD_1,,TCF23_1
1669,EMILIN2_1,,RBM4B_1
1670,MDFIC_1,,CACNA2D4_1
1671,PPM1M_2,,TOP1MT_2
1672,OPRL1_1,,DHX32_3
1673,ADH5_1,,GBP6_1
1674,MAPK11_1,,ISM2_2
1675,VAMP2_2,,TBC1D14_1
1676,SPATC1L_1,,MUC7_1
1677,SH3RF2_1,,C7orf57_2
1678,CENPL_2,,SNX11_2
1679,C2orf47_4,,ADORA1_1
1680,CTSL_1,,GSTM3_1
1681,MAPK1_2,,SEC16B_3
1682,SIPA1_1,,CCDC142_1
1683,GOLPH3L_1,,F2RL3_1
1684,FAM200B_1,,CATSPER3_1
1685,PDZD9_1,,GAP43_1
1686,UBE3B_1,,VPS26B_1
1687,FAM114A1_1,,CHRNB3_1
1688,CTDNEP1_1,,RGS19_2
1689,ITGB2_2,,GAB2_3
1690,FAM149A_1,,SEMA3B_4
1691,MTG2_2,,PNPLA1_1
1692,DDX59_1,,RDH12_2
1693,SLC6A19_1,,DYNLL1_1
1694,SPPL2A_1,,NR2F2_4
1695,SPATA6_1,,RNF145_1
1696,CREB3L4_2,,ZKSCAN7_1
1697,BBS5_1,,RABGAP1L_3
1698,AGPAT3_1,,HGFAC_1
1699,SMAP1_2,,PALMD_3
1700,AARSD1_1,,LRRC2_2
1701,LTV1_1,,UBE2D3_2
1702,NSD3_2,,CENPL_3
1703,IGF2_9,,PLA2G4A_1
1704,SIRT6_1,,IGF1_2
1705,CPSF4_2,,PVRIG_1
1706,GPR139_1,,C4orf46_2
1707,CD163L1_2,,SYNE1_8
1708,CARD6_2,,STXBP1_1
1709,ACHE_2,,LTN1_1
1710,SOX7_2,,UNC50_2
1711,PAX6_1,,RBBP8_2
1712,CLIP1_1,,TTLL9_1
1713,PRKCZ_3,,RDM1_1
1714,ABCB4_1,,ARHGAP9_1
1715,BRSK2_2,,NEIL3_1
1716,NABP2_1,,CNTN6_2
1717,CDR2_1,,TAB2_1
1718,WWTR1_1,,CPED1_2
1719,FAM126A_1,,CCDC93_1
1720,GPR78_1,,TGFBR3_1
1721,ANKRD46_1,,DUSP23_1
1722,S100A6_1,,JADE1_2
1723,ATF3_1,,LBHD1_1
1724,ANAPC13_2,,RPS20_2
1725,BANK1_1,,PER3_2
1726,FRZB_2,,CIB3_1
1727,MAGI3_1,,PLB1_2
1728,DCBLD1_1,,DMXL2_1
1729,CD200R1_4,,MDK_4
1730,SPON2_2,,ADGRG6_2
1731,NKX6-2_1,,HIST1H1T_1
1732,GATA2_1,,ACD_2
1733,ADA_1,,SOCS5_1
1734,CFAP58_1,,KRBA2_1
1735,NRIP3_1,,ZNF527_1
1736,ARHGAP18_5,,CORIN_1
1737,SHH_1,,BARX2_1
1738,LYPD1_3,,UPF2_2
1739,COL21A1_2,,PSMG2_1
1740,PDCD11_1,,ARL8A_1
1741,PPFIA2_2,,SH3RF1_1
1742,TEX33_1,,PDE1B_1
1743,SUCLA2_1,,PDE4DIP_1
1744,SARM1_1,,FGFBP2_1
1745,ACAD9_1,,TNFSF8_1
1746,FNDC1_1,,C1orf116_1
1747,KLHDC10_1,,LARP1_1
1748,SLC4A11_1,,POGZ_2
1749,NSUN3_2,,FCN2_1
1750,MANEAL_1,,SDK2_1
1751,IQGAP3_2,,HUNK_1
1752,SULF1_3,,HMGCL_1
1753,AGAP2_2,,CLSTN3_4
1754,RARS2_2,,KCNQ5_3
1755,CHST9_1,,CYP2B6_1
1756,RBBP4_1,,ARPC1A_1
1757,PDE4A_5,,TRAK1_1
1758,COL9A3_3,,SRC_2
1759,TRIM68_1,,PCOLCE2_1
1760,FBN2_1,,SP110_2
1761,ZFP14_1,,TNNI3_2
1762,FAM107A_1,,TIPRL_1
1763,GUCY1A3_3,,FAM72A_2
1764,SKA2_1,,UAP1L1_1
1765,STAMBP_1,,COMMD7_1
1766,GNL2_1,,RAG1_3
1767,ZFP30_2,,HOXB4_7
1768,FNDC3B_2,,ATM_2
1769,RGL2_1,,SLC2A9_2
1770,MATK_2,,MIS18BP1_2
1771,NAT16_1,,AQP6_1
1772,ZNF620_1,,SMC2L1_1
1773,UBC_3,,POLR1B_1
1774,PSMA5_2,,LRRC14B_1
1775,KCTD8_1,,EVI2B_1
1776,RASL11B_1,,CNNM2_1
1777,TAPBP_3,,ERCC5_1
1778,PILRB_1,,MST1R_2
1779,UHRF2_1,,LYNX1_2
1780,LTBP4_1,,SEPN1_1
1781,MYEF2_1,,FAM135A_1
1782,CSMD2_1,,MT1F_2
1783,ESRP1_1,,ZBED9_1
1784,NOL6_1,,GNAL_1
1785,IGF2BP3_1,,UNC5C_2
1786,ACACA_2,,GTF2H4_3
1787,FAH_2,,TREML1_1
1788,SRSF1_3,,ATP5I_2
1789,NIFK_1,,WNK4_2
1790,DNAJC6_1,,NDUFB10_1
1791,GNS_1,,CCDC180_1
1792,MFAP3_1,,ADARB1_2
1793,L3MBTL2_1,,C22orf29_5
1794,PARP2_1,,CYP3A43_1
1795,URB2_1,,KCNE3_1
1796,TAGAP_1,,TMCC1_2
1797,FDPS_1,,RNF214_1
1798,ANGEL1_1,,MRPL30_2
1799,ZBTB25_2,,PIWIL3_2
1800,PRKRA_1,,HEXIM2_1
1801,FN3KRP_1,,SRC_1
1802,PLEKHD1_2,,FGD3_1
1803,ECE2_4,,CPD_1
1804,HERC3_2,,KAT6B_3
1805,GPR63_1,,SLAMF1_1
1806,STX4_2,,CDH1_1
1807,CCDC88C_2,,NFIL3_1
1808,USF2_3,,PPP2CA_1
1809,CNTNAP1_1,,VNN3_2
1810,CAP2_2,,TSPAN8_1
1811,TRIM9_2,,ITGB8_5
1812,GAA_1,,CX3CR1_2
1813,SFRP4_1,,IGFBP5_1
1814,MSANTD4_1,,PDIA2_1
1815,RHBDD1_1,,IKZF1_4
1816,DNMT3B_1,,SPN_2
1817,FAM172A_1,,IFNAR1_1
1818,PDE4C_6,,MYO15B_1
1819,MRPL12_3,,NCKAP5_3
1820,ZNF580_4,,ISOC1_1
1821,RCAN1_4,,WNK4_1
1822,KLF7_3,,SETDB2_1
1823,ERO1B_1,,STEAP1B_1
1824,SMAD5_2,,LST1_5
1825,TP53BP2_1,,RAB4A_2
1826,GUCY1A3_4,,LRP11_1
1827,WDR19_1,,RITA1_2
1828,ZBTB7A_2,,FSD1_1
1829,PTPRU_1,,RPL19_2
1830,METTL10_2,,CSTF3_1
1831,RNH1_2,,ADAP2_1
1832,SMG9_1,,EMG1_1
1833,RAX_1,,ADGRG6_1
1834,WDR3_1,,PRKCH_3
1835,SHISA9_1,,DDHD1_1
1836,PPT2_4,,PHTF2_1
1837,ZNF229_1,,DLX5_1
1838,TRAF3IP2_1,,CYP8B1_1
1839,DCTN6_1,,TTLL2_1
1840,TINCR_1,,PRLR_2
1841,ADRBK2_2,,CDC42SE1_1
1842,KIF5B_2,,ZNF460_2
1843,CILP2_1,,PALMD_2
1844,ACTL6A_1,,MMP2_1
1845,ZNF570_3,,POLE3_2
1846,SLC39A11_2,,PSORS1C2_1
1847,RPL7_2,,TUSC5_1
1848,SALL1_3,,TNNT2_1
1849,INO80E_2,,CDCA5_3
1850,MBD3_2,,GREB1_3
1851,ZNF646_1,,THBS2_3
1852,NPR1_1,,SLC26A1_1
1853,LYRM4_2,,ELAVL1_1
1854,PLXNA1_1,,CDHR4_1
1855,PI4KA_1,,PSMD6_1
1856,RPS23_1,,TFF1_1
1857,LPIN2_2,,COPRS_1
1858,HOXB5_4,,CAPN3_8
1859,MTIF3_1,,NTRK2_4
1860,THBS3_2,,CHRNA7_1
1861,ADM2_1,,TRPM1_1
1862,SLC12A2_1,,HAPLN2_1
1863,LMO7_2,,CDK4_2
1864,RPL7_1,,WRAP53_2
1865,SYT15_1,,SGK3_3
1866,GALNT18_2,,UBL7_1
1867,AHI1_2,,PCYOX1L_1
1868,PXDNL_1,,CYP27B1_3
1869,BZW2_1,,ZNF628_1
1870,KANSL3_2,,SCN4A_1
1871,EIF4B_1,,LIPT1_1
1872,IGSF6_1,,ARHGEF11_5
1873,ARHGEF17_1,,WDR66_1
1874,SLC6A9_2,,HMGCR_1
1875,NPAS1_1,,LHFPL2_2
1876,ZSCAN25_1,,H2AFY2_1
1877,ICA1L_2,,PCOLCE_2
1878,TEX261_4,,LRRC32_2
1879,FBXO30_1,,MPHOSPH8_2
1880,WDR17_1,,ARSB_3
1881,ARFGAP3_1,,HOXC12_1
1882,LIN7B_1,,DNAJB12_1
1883,ADAM12_1,,RBFOX2_4
1884,ZNF775_1,,NUDT3_5
1885,AMER3_1,,TFEB_3
1886,POC1A_2,,DENND1A_2
1887,UBE2B_2,,TUBA3E_2
1888,KIF2C_1,,ZNF227_1
1889,C19orf10_1,,GPR162_1
1890,SGPP2_1,,FZD5_1
1891,NCK1_2,,EFL1_1
1892,IQCC_1,,UNKL_2
1893,SLC12A7_1,,PRKAA2_1
1894,ZNF428_1,,B3GNT4_1
1895,TNS1_3,,ADAM10_2
1896,DEDD_1,,ZFP36L2_1
1897,DUOXA2_1,,KHDRBS1_1
1898,MTSS1_1,,SIGLEC6_2
1899,ARMC9_1,,HECA_1
1900,CNR1_2,,MCAT_1
1901,PWWP2B_2,,RGS16_1
1902,ZNF566_1,,CHST6_1
1903,SLC39A4_2,,NOA1_1
1904,HOXA9_1,,CSNK1D_1
1905,VEZF1_1,,RHOV_1
1906,TRIM45_1,,ZNF224_2
1907,SUGCT_2,,POLR2A_1
1908,PPP1R3E_2,,FUT9_2
1909,CFAP161_2,,CDCA5_1
1910,KRT81_1,,TUBB3_1
1911,CCNI_1,,UBAP2L_1
1912,SKA2_2,,SMC4_1
1913,THYN1_1,,SDHC_1
1914,KIRREL3_3,,MT2A_2
1915,TBC1D23_1,,ABCG5_2
1916,MAPK8IP2_1,,TAX1BP3_2
1917,PPP2R1B_1,,MTX1_2
1918,NBL1_1,,KRT35_1
1919,ZNF236_4,,TNFRSF18_1
1920,TMEM91_6,,REV3L_1
1921,GRM2_1,,PTEN_1
1922,KIF17_2,,EGR2_2
1923,AGPS_1,,RABGGTB_1
1924,SENP3_1,,GNE_1
1925,DPP8_1,,TMEM119_1
