,sigmoid,discarded,continuous
1419,SRSF1_1,,BLCAP_2
1420,ZNF396_1,,TTI1_1
1421,INO80C_4,,SULF2_2
1422,INO80C_1,,PMEPA1_1
1423,C18orf21_1,,TPD52L2_1
1424,TPGS2_1,,DNAJC5_3
1425,PARD6G_1,,RGS19_2
1426,PRTN3_1,,RGS19_1
1427,ZNF333_1,,C21orf59_1
1428,ATF5_1,,C21orf59_3
1429,TSEN34_3,,NDUFV3_2
1430,AURKA_2,,CABIN1_1
1431,TXNRD2_1,,SRRD_1
1432,MTMR3_1,,NIPSNAP1_1
1433,PDGFB_3,,LIMK2_2
1434,PDGFB_1,,EIF4ENIF1_4
1435,,,APOBEC3C_5
1436,,,DESI1_1
1437,,,XRCC6_1
1438,,,MCAT_1
1439,,,EFCAB6_1
1440,,,KLHL17_1
1441,,,HES4_1
1442,,,ISG15_1
1443,,,AGRN_1
1444,,,TNFRSF18_2
1445,,,PUSL1_2
1446,,,DVL1_1
1447,,,ATAD3B_1
1448,,,ATAD3A_1
1449,,,MIB2_1
1450,,,CDK11B_1
1451,,,CFAP74_1
1452,,,GABRD_1
1453,,,MORN1_1
1454,,,RER1_1
1455,,,PEX10_1
1456,,,PANK4_1
1457,,,MEGF6_1
1458,,,MEGF6_2
1459,,,MEGF6_3
1460,,,TPRG1L_1
1461,,,TP73_1
1462,,,SMIM1_1
1463,,,DFFB_2
1464,,,DFFB_1
1465,,,KCNAB2_2
1466,,,NPHP4_1
1467,,,CHD5_1
1468,,,GPR153_2
1469,,,GPR153_1
1470,,,HES2_1
1471,,,HES2_2
1472,,,ESPN_1
1473,,,ESPN_2
1474,,,ESPN_3
1475,,,PLEKHG5_1
1476,,,ZBTB48_1
1477,,,KLHL21_2
1478,,,THAP3_1
1479,,,CAMTA1_1
1480,,,RERE_2
1481,,,RERE_1
1482,,,ENO1_1
1483,,,TMEM201_1
1484,,,CENPS_2
1485,,,CENPS_1
1486,,,CASZ1_2
1487,,,EXOSC10_1
1488,,,UBIAD1_2
1489,,,DISP3_1
1490,,,DISP3_2
1491,,,FBXO2_1
1492,,,FBXO2_2
1493,,,FBXO44_1
1494,,,FBXO6_2
1495,,,FBXO44_2
1496,,,MAD2L2_3
1497,,,MAD2L2_1
1498,,,MTHFR_3
1499,,,CLCN6_1
1500,,,NPPB_1
1501,,,MFN2_1
1502,,,LRRC38_2
1503,,,LRRC38_1
1504,,,TMEM51_2
1505,,,TMEM51_1
1506,,,PLEKHM2_1
1507,,,ZBTB17_1
1508,,,FBXO42_1
1509,,,NECAP2_1
1510,,,NBPF1_1
1511,,,MFAP2_1
1512,,,RCC2_2
1513,,,IGSF21_1
1514,,,ALDH4A1_1
1515,,,ALDH4A1_2
1516,,,MRTO4_1
1517,,,AKR7A2_1
1518,,,PQLC2_1
1519,,,CAPZB_1
1520,,,OTUD3_1
1521,,,OTUD3_2
1522,,,PINK1_1
1523,,,DDOST_1
1524,,,KIF17_2
1525,,,KIF17_3
1526,,,HP1BP3_1
1527,,,NBPF3_1
1528,,,RAP1GAP_2
1529,,,EPHA8_1
1530,,,EPHB2_1
1531,,,EPHB2_2
1532,,,KDM1A_1
1533,,,KDM1A_2
1534,,,GALE_1
1535,,,IFNLR1_1
1536,,,NIPAL3_2
1537,,,RCAN3_1
1538,,,RCAN3_4
1539,,,RUNX3_2
1540,,,MTFR1L_1
1541,,,MTFR1L_4
1542,,,SLC30A2_1
1543,,,CEP85_1
1544,,,ZDHHC18_1
1545,,,NUDC_1
1546,,,TRNP1_1
1547,,,SLC9A1_1
1548,,,SLC9A1_2
1549,,,WDTC1_1
1550,,,STX12_1
1551,,,PPP1R8_2
1552,,,PPP1R8_1
1553,,,THEMIS2_1
1554,,,SMPDL3B_1
1555,,,SESN2_1
1556,,,PHACTR4_1
1557,,,YTHDF2_1
1558,,,TMEM200B_2
1559,,,TMEM200B_1
1560,,,TAF12_2
1561,,,SRSF4_1
1562,,,PTPRU_1
1563,,,SNRNP40_1
1564,,,ADGRB2_1
1565,,,TMEM39B_1
1566,,,KPNA6_1
1567,,,TXLNA_1
1568,,,TXLNA_2
1569,,,IQCC_1
1570,,,EIF3I_1
1571,,,MARCKSL1_1
1572,,,TSSK3_1
1573,,,RBBP4_1
1574,,,YARS_2
1575,,,HPCA_2
1576,,,HPCA_1
1577,,,TRIM62_1
1578,,,PHC2_1
1579,,,PHC2_2
1580,,,ZMYM6_1
1581,,,AGO4_1
1582,,,ZMYM1_1
1583,,,NCDN_1
1584,,,NCDN_2
1585,,,C1orf216_1
1586,,,AGO4_3
1587,,,AGO3_1
1588,,,THRAP3_1
1589,,,STK40_2
1590,,,LSM10_1
1591,,,MRPS15_1
1592,,,SNIP1_1
1593,,,DNALI1_1
1594,,,GNL2_1
1595,,,MANEAL_1
1596,,,C1orf122_1
1597,,,MTF1_1
1598,,,INPP5B_1
1599,,,SF3A3_1
1600,,,FHL3_1
1601,,,SF3A3_2
1602,,,RRAGC_1
1603,,,AKIRIN1_2
1604,,,MYCBP_2
1605,,,MYCBP_1
1606,,,AKIRIN1_1
1607,,,NDUFS5_1
1608,,,BMP8A_1
1609,,,HEYL_1
1610,,,HEYL_2
1611,,,HPCAL4_1
1612,,,HPCAL4_2
1613,,,PPIE_1
1614,,,BMP8B_1
1615,,,TRIT1_1
1616,,,ZMPSTE24_2
1617,,,ZMPSTE24_1
1618,,,COL9A2_1
1619,,,SMAP2_3
1620,,,ZFP69_1
1621,,,EXO5_1
1622,,,ZNF684_1
1623,,,RIMS3_2
1624,,,SCMH1_1
1625,,,RIMKLA_1
1626,,,ZMYND12_1
1627,,,ZMYND12_2
1628,,,C1orf50_1
1629,,,ERMAP_1
1630,,,SVBP_1
1631,,,ZNF691_1
1632,,,CFAP57_1
1633,,,CDC20_1
1634,,,MED8_1
1635,,,SZT2_1
1636,,,KDM4A_1
1637,,,ST3GAL3_1
1638,,,ARTN_2
1639,,,IPO13_1
1640,,,ATP6V0B_1
1641,,,B4GALT2_1
1642,,,B4GALT2_4
1643,,,ERI3_1
1644,,,RNF220_1
1645,,,RNF220_2
1646,,,C1orf228_1
1647,,,KIF2C_1
1648,,,RPS8_1
1649,,,PTCH2_2
1650,,,PTCH2_1
1651,,,EIF2B3_1
1652,,,MUTYH_1
1653,,,MUTYH_3
1654,,,TOE1_2
1655,,,CCDC163P_2
1656,,,CCDC163P_1
1657,,,NASP_2
1658,,,AKR1A1_1
1659,,,IPP_1
1660,,,MAST2_1
1661,,,PIK3R3_3
1662,,,PIK3R3_2
1663,,,TSPAN1_1
1664,,,LURAP1_1
1665,,,RAD54L_1
1666,,,FAAH_1
1667,,,DMBX1_1
1668,,,DMBX1_3
1669,,,MOB3C_1
1670,,,ATPAF1_1
1671,,,TAL1_3
1672,,,TAL1_1
1673,,,STIL_1
1674,,,TRABD2B_1
1675,,,SPATA6_2
1676,,,SPATA6_1
1677,,,AGBL4_1
1678,,,FAF1_3
1679,,,FAF1_2
1680,,,TTC39A_3
1681,,,OSBPL9_2
1682,,,NRDC_1
1683,,,RAB3B_1
1684,,,ZFYVE9_2
1685,,,CC2D1B_1
1686,,,PRPF38A_1
1687,,,ECHDC2_1
1688,,,SCP2_1
1689,,,CPT2_1
1690,,,MAGOH_1
1691,,,HSPB11_3
1692,,,YIPF1_2
1693,,,HSPB11_1
1694,,,LRRC42_2
1695,,,LRRC42_1
1696,,,LRRC42_3
1697,,,MRPL37_1
1698,,,SSBP3_3
1699,,,TTC4_2
1700,,,DHCR24_1
1701,,,OMA1_1
1702,,,CYP2J2_1
1703,,,C1orf87_1
1704,,,NFIA_3
1705,,,NFIA_2
1706,,,NFIA_1
1707,,,USP1_1
1708,,,USP1_2
1709,,,EFCAB7_2
1710,,,PGM1_1
1711,,,CACHD1_1
1712,,,AK4_2
1713,,,AK4_1
1714,,,DNAJC6_2
1715,,,DNAJC6_3
1716,,,WDR78_1
1717,,,SLC35D1_1
1718,,,IL12RB2_2
1719,,,IL12RB2_1
1720,,,GADD45A_1
1721,,,DEPDC1_1
1722,,,LRRC7_1
1723,,,SRSF11_2
1724,,,CTH_1
1725,,,PTGER3_1
1726,,,NEGR1_2
1727,,,NEGR1_1
1728,,,FPGT_1
1729,,,RABGGTB_2
1730,,,ST6GALNAC3_1
1731,,,PIGK_1
1732,,,GIPC2_1
1733,,,GIPC2_2
1734,,,ADGRL2_1
1735,,,ADGRL2_2
1736,,,PRKACB_1
1737,,,SAMD13_1
1738,,,SSX2IP_2
1739,,,SSX2IP_1
1740,,,LPAR3_1
1741,,,MCOLN2_1
1742,,,WDR63_2
1743,,,WDR63_1
1744,,,ZNHIT6_1
1745,,,SEP15_1
1746,,,SEP15_2
1747,,,LMO4_2
1748,,,RBMXL1_2
1749,,,LRRC8C_1
1750,,,LRRC8D_3
1751,,,HFM1_2
1752,,,HFM1_1
1753,,,RPAP2_1
1754,,,GFI1_1
1755,,,MTF2_1
1756,,,CCDC18_2
1757,,,TMED5_3
1758,,,TMED5_2
1759,,,DR1_2
1760,,,FNBP1L_1
1761,,,BCAR3_1
1762,,,BCAR3_2
1763,,,GCLM_2
1764,,,ARHGAP29_1
1765,,,F3_1
1766,,,TMEM56_3
1767,,,RWDD3_1
1768,,,PTBP2_1
1769,,,AGL_3
1770,,,AGL_4
1771,,,SLC35A3_1
1772,,,SLC35A3_3
1773,,,SASS6_1
1774,,,TRMT13_1
1775,,,DBT_1
1776,,,DBT_2
1777,,,DPH5_1
1778,,,S1PR1_3
1779,,,S1PR1_2
1780,,,S1PR1_1
1781,,,RNPC3_1
1782,,,RNPC3_2
1783,,,NTNG1_1
1784,,,NTNG1_3
1785,,,NTNG1_2
1786,,,FAM102B_1
1787,,,PRPF38B_1
1788,,,WDR47_1
1789,,,TAF13_1
1790,,,TMEM167B_1
1791,,,C1orf194_1
1792,,,KIAA1324_1
1793,,,SYPL2_1
1794,,,ATXN7L2_1
1795,,,GSTM4_1
1796,,,GSTM1_4
1797,,,AHCYL1_1
1798,,,KCNC4_2
1799,,,KCNA2_1
1800,,,PIFO_1
1801,,,PIFO_2
1802,,,WDR77_1
1803,,,RAP1A_1
1804,,,DDX20_2
1805,,,DDX20_1
1806,,,WNT2B_2
1807,,,WNT2B_1
1808,,,ST7L_1
1809,,,CAPZA1_1
1810,,,MOV10_2
1811,,,MOV10_1
1812,,,RHOC_4
1813,,,PPM1J_2
1814,,,PPM1J_1
1815,,,PPM1J_3
1816,,,LRIG2_1
1817,,,MAGI3_1
1818,,,RSBN1_1
1819,,,AP4B1_1
1820,,,DCLRE1B_2
1821,,,DCLRE1B_1
1822,,,TRIM33_1
1823,,,TSPAN2_1
1824,,,SLC22A15_1
1825,,,ATP1A1_1
1826,,,CD58_1
1827,,,IGSF3_2
1828,,,TRIM45_1
1829,,,MAN1A2_2
1830,,,MAN1A2_1
1831,,,FAM46C_2
1832,,,GDAP2_1
1833,,,SPAG17_1
1834,,,TBX15_2
1835,,,PDE4DIP_2
1836,,,PDE4DIP_3
1837,,,TXNIP_1
1838,,,TXNIP_2
1839,,,LIX1L_1
1840,,,PEX11B_1
1841,,,PEX11B_2
1842,,,RNF115_1
1843,,,FMO5_1
1844,,,SV2A_1
1845,,,MTMR11_1
1846,,,OTUD7B_1
1847,,,OTUD7B_3
1848,,,VPS45_2
1849,,,OTUD7B_2
1850,,,VPS45_1
1851,,,PLEKHO1_1
1852,,,ANP32E_1
1853,,,APH1A_1
1854,,,APH1A_3
1855,,,PRPF3_1
1856,,,ECM1_1
1857,,,ADAMTSL4_1
1858,,,MCL1_1
1859,,,ARNT_1
1860,,,ARNT_2
1861,,,SETDB1_1
1862,,,CERS2_3
1863,,,MLLT11_1
1864,,,SEMA6C_1
1865,,,SCNM1_1
1866,,,PIP5K1A_1
1867,,,PSMD4_1
1868,,,PI4KB_2
1869,,,PI4KB_1
1870,,,RFX5_2
1871,,,SELENBP1_1
1872,,,PSMB4_1
1873,,,POGZ_1
1874,,,POGZ_3
1875,,,POGZ_2
1876,,,TUFT1_1
1877,,,SNX27_1
1878,,,RORC_1
1879,,,THEM4_2
1880,,,S100A6_1
1881,,,S100A7_2
1882,,,S100A3_1
1883,,,S100A2_1
1884,,,S100A2_3
1885,,,S100A14_2
1886,,,NPR1_1
1887,,,GATAD2B_1
1888,,,CRTC2_2
1889,,,CREB3L4_2
1890,,,SLC39A1_2
1891,,,CREB3L4_1
1892,,,RPS27_1
1893,,,TPM3_1
1894,,,UBAP2L_5
1895,,,C1orf43_1
1896,,,ATP8B2_1
1897,,,ATP8B2_3
1898,,,IL6R_2
1899,,,IL6R_1
1900,,,TDRD10_1
1901,,,ADAR_1
1902,,,PBXIP1_1
1903,,,PYGO2_1
1904,,,CKS1B_1
1905,,,ZBTB7B_2
1906,,,EFNA3_4
1907,,,EFNA1_1
1908,,,SLC50A1_1
1909,,,KRTCAP2_3
1910,,,THBS3_2
1911,,,MTX1_1
1912,,,FAM189B_3
1913,,,CLK2_1
1914,,,FDPS_1
1915,,,ASH1L_3
1916,,,KIAA0907_1
1917,,,RAB25_1
1918,,,LMNA_2
1919,,,SEMA4A_3
1920,,,PMF1_1
1921,,,SMG5_1
1922,,,SMG5_2
1923,,,GLMP_1
1924,,,MEF2D_1
1925,,,BCAN_2
1926,,,BCAN_1
1927,,,NES_1
1928,,,CRABP2_1
1929,,,SH2D2A_2
1930,,,INSRR_1
1931,,,NTRK1_1
1932,,,LRRC71_2
1933,,,LRRC71_1
1934,,,ARHGEF11_2
1935,,,ETV3_1
1936,,,KIRREL_1
1937,,,CD1D_2
1938,,,CD1D_1
1939,,,CADM3_1
1940,,,DUSP23_1
1941,,,VSIG8_3
1942,,,CFAP45_1
1943,,,TAGLN2_3
1944,,,IGSF9_1
1945,,,KCNJ10_1
1946,,,PEX19_4
1947,,,NCSTN_1
1948,,,SLAMF6_1
1949,,,CD244_2
1950,,,ITLN1_1
1951,,,F11R_4
1952,,,KLHDC9_1
1953,,,DEDD_2
1954,,,UFC1_3
1955,,,DEDD_1
1956,,,TOMM40L_1
1957,,,PCP4L1_1
1958,,,SDHC_2
1959,,,FCRLB_1
1960,,,OLFML2B_2
1961,,,OLFML2B_1
1962,,,C1orf226_4
1963,,,UAP1_2
1964,,,RGS5_2
1965,,,PBX1_1
1966,,,LMX1A_1
1967,,,MGST3_2
1968,,,MGST3_1
1969,,,ALDH9A1_1
1970,,,TADA1_1
1971,,,POU2F1_1
1972,,,ATP1B1_2
1973,,,SLC19A2_1
1974,,,VAMP4_1
1975,,,METTL13_1
1976,,,PIGC_1
1977,,,SUCO_1
1978,,,TNFSF4_1
1979,,,PRDX6_1
1980,,,CENPL_2
1981,,,MRPS14_1
1982,,,RFWD2_4
1983,,,ASTN1_2
1984,,,RASAL2_2
1985,,,RALGPS2_1
1986,,,FAM20B_2
1987,,,TOR3A_1
1988,,,ABL2_1
1989,,,NPHS2_1
1990,,,TDRD5_1
1991,,,TDRD5_2
1992,,,FAM163A_2
1993,,,TOR1AIP1_2
1994,,,LHX4_1
1995,,,KIAA1614_2
1996,,,KIAA1614_1
1997,,,STX6_1
1998,,,CACNA1E_1
1999,,,GLUL_2
2000,,,GLUL_1
2001,,,LAMC1_1
2002,,,LAMC1_2
2003,,,LAMC2_2
2004,,,LAMC2_1
2005,,,SMG7_2
2006,,,ARPC5_1
2007,,,RGL1_2
2008,,,C1orf21_1
2009,,,RNF2_3
2010,,,RNF2_1
2011,,,SWT1_1
2012,,,TRMT1L_1
2013,,,SWT1_2
2014,,,HMCN1_1
2015,,,C1orf27_1
2016,,,BRINP3_2
2017,,,BRINP3_1
2018,,,RGS2_1
2019,,,GLRX2_1
2020,,,CDC73_1
2021,,,CRB1_1
2022,,,LHX9_3
2023,,,ZNF281_1
2024,,,PKP1_1
2025,,,NAV1_1
2026,,,SHISA4_2
2027,,,LMOD1_1
2028,,,ARL8A_1
2029,,,KDM5B_1
2030,,,KDM5B_2
2031,,,RABIF_1
2032,,,ADIPOR1_2
2033,,,CYB5R1_1
2034,,,ADORA1_1
2035,,,PRELP_1
2036,,,ATP2B4_1
2037,,,ATP2B4_2
2038,,,ZBED6_1
2039,,,ZC3H11A_1
2040,,,SOX13_1
2041,,,SOX13_3
2042,,,GOLT1A_2
2043,,,GOLT1A_1
2044,,,PLEKHA6_4
2045,,,PLEKHA6_1
2046,,,NFASC_1
2047,,,CNTN2_1
2048,,,CNTN2_2
2049,,,TMCC2_1
2050,,,TMCC2_3
2051,,,NUCKS1_1
2052,,,SLC41A1_3
2053,,,FAM72A_1
2054,,,AVPR1B_1
2055,,,RASSF5_1
2056,,,EIF2D_1
2057,,,MAPKAPK2_1
2058,,,YOD1_1
2059,,,YOD1_2
2060,,,PFKFB2_1
2061,,,C4BPB_2
2062,,,CD46_1
2063,,,DIEXF_1
2064,,,KCNH1_1
2065,,,RCOR3_2
2066,,,SLC30A1_2
2067,,,NEK2_1
2068,,,ATF3_1
2069,,,BATF3_3
2070,,,BATF3_2
2071,,,BATF3_1
2072,,,NSL1_1
2073,,,SPATA45_1
2074,,,FLVCR1_1
2075,,,VASH2_1
2076,,,VASH2_2
2077,,,RPS6KC1_1
2078,,,PROX1_1
2079,,,PROX1_2
2080,,,KCTD3_1
2081,,,KCTD3_2
2082,,,USH2A_1
2083,,,GPATCH2_1
2084,,,RRP15_1
2085,,,SLC30A10_1
2086,,,BPNT1_1
2087,,,IARS2_1
2088,,,HLX_1
2089,,,HLX_2
2090,,,DUSP10_1
2091,,,HHIPL2_1
2092,,,TAF1A_1
2093,,,MIA3_2
2094,,,MIA3_1
2095,,,AIDA_1
2096,,,BROX_1
2097,,,BROX_2
2098,,,DISP1_1
2099,,,SUSD4_1
2100,,,WDR26_1
2101,,,CNIH3_1
2102,,,DNAH14_1
2103,,,ENAH_1
2104,,,SRP9_1
2105,,,H3F3A_2
2106,,,ACBD3_1
2107,,,MIXL1_2
2108,,,MIXL1_1
2109,,,LIN9_1
2110,,,ITPKB_2
2111,,,PSEN2_1
2112,,,CDC42BPA_2
2113,,,SNAP47_1
2114,,,WNT9A_1
2115,,,WNT3A_1
2116,,,ARF1_2
2117,,,MRPL55_1
2118,,,GUK1_1
2119,,,RHOU_2
2120,,,RHOU_1
2121,,,NUP133_1
2122,,,URB2_1
2123,,,GALNT2_1
2124,,,PGBD5_1
2125,,,AGT_1
2126,,,C1orf198_1
2127,,,TRIM67_1
2128,,,GNPAT_1
2129,,,GNPAT_2
2130,,,TSNAX_1
2131,,,DISC1_4
2132,,,DISC1_1
2133,,,SIPA1L2_2
2134,,,SIPA1L2_1
2135,,,COA6_1
2136,,,COA6_2
2137,,,COA6_3
2138,,,RBM34_1
2139,,,GNG4_3
2140,,,GNG4_1
2141,,,GNG4_4
2142,,,GNG4_2
2143,,,LYST_1
2144,,,GPR137B_1
2145,,,ERO1B_1
2146,,,EDARADD_1
2147,,,LGALS8_1
2148,,,MTR_1
2149,,,RGS7_1
2150,,,OPN3_1
2151,,,DESI2_1
2152,,,COX20_4
2153,,,COX20_2
2154,,,COX20_1
2155,,,HNRNPU_2
2156,,,HNRNPU_1
2157,,,KIF26B_1
2158,,,CNST_2
2159,,,CNST_1
2160,,,ZNF695_1
2161,,,ZNF669_1
2162,,,ZNF496_2
2163,,,TRIM58_1
2164,,,ZNF672_1
2165,,,ZNF692_1
2166,,,FAM110C_1
2167,,,SH3YL1_2
2168,,,ACP1_1
2169,,,FAM150B_1
2170,,,TSSC1_1
2171,,,RNASEH1_1
2172,,,RPS7_1
2173,,,RPS7_2
2174,,,CMPK2_1
2175,,,MBOAT2_2
2176,,,MBOAT2_1
2177,,,GRHL1_3
2178,,,GRHL1_1
2179,,,GRHL1_2
2180,,,CYS1_1
2181,,,RRM2_2
2182,,,RRM2_3
2183,,,HPCAL1_1
2184,,,ODC1_1
2185,,,PDIA6_1
2186,,,ROCK2_1
2187,,,GREB1_5
2188,,,DDX1_1
2189,,,VSNL1_1
2190,,,SMC6_1
2191,,,KCNS3_1
2192,,,OSR1_1
2193,,,WDR35_1
2194,,,SDC1_1
2195,,,HS1BP3_1
2196,,,GDF7_1
2197,,,LDAH_1
2198,,,C2orf44_1
2199,,,SF3B6_1
2200,,,TP53I3_1
2201,,,TP53I3_2
2202,,,FAM228A_1
2203,,,FAM228B_2
2204,,,PTRHD1_1
2205,,,POMC_1
2206,,,DNMT3A_2
2207,,,DNMT3A_1
2208,,,DNMT3A_3
2209,,,DNMT3A_4
2210,,,KIF3C_1
2211,,,HADHA_1
2212,,,HADHB_1
2213,,,ADGRF3_1
2214,,,EPT1_1
2215,,,DRC1_1
2216,,,DPYSL5_1
2217,,,TMEM214_1
2218,,,KHK_1
2219,,,SLC5A6_2
2220,,,SLC5A6_3
2221,,,ATRAID_2
2222,,,SLC5A6_1
2223,,,ATRAID_1
2224,,,SLC30A3_1
2225,,,IFT172_1
2226,,,FNDC4_1
2227,,,GPN1_1
2228,,,SUPT7L_1
2229,,,MRPL33_1
2230,,,BRE_1
2231,,,RBKS_1
2232,,,PPP1CB_2
2233,,,SPDYA_1
2234,,,WDR43_1
2235,,,YPEL5_1
2236,,,YPEL5_2
2237,,,LBH_1
2238,,,LCLAT1_1
2239,,,GALNT14_1
2240,,,GALNT14_2
2241,,,EHD3_1
2242,,,SPAST_2
2243,,,SPAST_1
2244,,,TTC27_1
2245,,,FAM98A_1
2246,,,CRIM1_1
2247,,,HEATR5B_1
2248,,,GPATCH11_1
2249,,,NDUFAF7_1
2250,,,QPCT_1
2251,,,RMDN2_1
2252,,,CYP1B1_2
2253,,,MORN2_1
2254,,,SOS1_2
2255,,,MAP4K3_1
2256,,,KCNG3_1
2257,,,MTA3_3
2258,,,HAAO_1
2259,,,HAAO_2
2260,,,PLEKHH2_1
2261,,,PPM1B_1
2262,,,SIX3_1
2263,,,SIX3_2
2264,,,SIX3_3
2265,,,SIX2_2
2266,,,PRKCE_1
2267,,,EPAS1_2
2268,,,RHOQ_1
2269,,,SOCS5_1
2270,,,SOCS5_2
2271,,,MCFD2_1
2272,,,TTC7A_1
2273,,,TTC7A_3
2274,,,MSH2_1
2275,,,KCNK12_1
2276,,,FBXO11_2
2277,,,STON1_1
2278,,,NRXN1_4
2279,,,CHAC2_1
2280,,,ERLEC1_1
2281,,,ASB3_3
2282,,,SPTBN1_4
2283,,,RTN4_1
2284,,,RPS27A_1
2285,,,RPS27A_2
2286,,,MTIF2_1
2287,,,CCDC85A_1
2288,,,BCL11A_1
2289,,,BCL11A_2
2290,,,REL_1
2291,,,KIAA1841_1
2292,,,KIAA1841_2
2293,,,XPO1_2
2294,,,B3GNT2_1
2295,,,TMEM17_1
2296,,,SERTAD2_1
2297,,,SLC1A4_2
2298,,,CEP68_1
2299,,,MEIS1_1
2300,,,MEIS1_3
2301,,,MEIS1_4
2302,,,C1D_1
2303,,,PLEK_2
2304,,,PPP3R1_7
2305,,,FBXO48_1
2306,,,APLF_1
2307,,,ANTXR1_1
2308,,,ANTXR1_2
2309,,,GFPT1_1
2310,,,NFU1_1
2311,,,NFU1_2
2312,,,AAK1_1
2313,,,ANXA4_1
2314,,,SNRPG_2
2315,,,SNRPG_1
2316,,,TGFA_1
2317,,,TGFA_2
2318,,,CD207_2
2319,,,VAX2_1
2320,,,TEX261_1
2321,,,TEX261_4
2322,,,ZNF638_1
2323,,,DYSF_1
2324,,,CYP26B1_4
2325,,,CYP26B1_2
2326,,,SPR_1
2327,,,EMX1_1
2328,,,SFXN5_1
2329,,,SMYD5_1
2330,,,CCT7_1
2331,,,STAMBP_1
2332,,,MOB1A_1
2333,,,WDR54_1
2334,,,RTKN_3
2335,,,INO80B_3
2336,,,MOGS_1
2337,,,MRPL53_2
2338,,,MRPL53_1
2339,,,PCGF1_1
2340,,,PCGF1_3
2341,,,TLX2_2
2342,,,TLX2_1
2343,,,DOK1_2
2344,,,POLE4_1
2345,,,TACR1_1
2346,,,CTNNA2_1
2347,,,LRRTM1_2
2348,,,LRRTM1_1
2349,,,CTNNA2_3
2350,,,DNAH6_1
2351,,,TRABD2A_2
2352,,,TGOLN2_1
2353,,,RETSAT_1
2354,,,MAT2A_1
2355,,,RNF181_1
2356,,,TMEM150A_1
2357,,,USP39_2
2358,,,USP39_1
2359,,,ST3GAL5_1
2360,,,MRPL35_2
2361,,,REEP1_1
2362,,,KDM3A_1
2363,,,RNF103_1
2364,,,RPIA_1
2365,,,MRPS5_2
2366,,,ZNF514_1
2367,,,FAHD2A_1
2368,,,STARD7_1
2369,,,ITPRIPL1_1
2370,,,ARID5A_2
2371,,,KANSL3_2
2372,,,KANSL3_1
2373,,,CNNM3_1
2374,,,ANKRD23_1
2375,,,ANKRD39_2
2376,,,ANKRD39_3
2377,,,SEMA4C_1
2378,,,ANKRD36_2
2379,,,ANKRD36_3
2380,,,ANKRD36_1
2381,,,ACTR1B_1
2382,,,INPP4A_1
2383,,,COA5_1
2384,,,KIAA1211L_1
2385,,,TXNDC9_1
2386,,,EIF5B_1
2387,,,CNOT11_1
2388,,,TMEM182_1
2389,,,MRPS9_1
2390,,,TGFBRAP1_1
2391,,,TGFBRAP1_2
2392,,,ST6GAL2_3
2393,,,ST6GAL2_4
2394,,,ST6GAL2_2
2395,,,ST6GAL2_1
2396,,,GCC2_1
2397,,,BUB1_1
2398,,,ACOXL_1
2399,,,BCL2L11_1
2400,,,ANAPC1_1
2401,,,MERTK_1
2402,,,FBLN7_1
2403,,,FBLN7_4
2404,,,ZC3H8_1
2405,,,TTL_2
2406,,,TTL_1
2407,,,ACTR3_2
2408,,,ACTR3_1
2409,,,INSIG2_1
2410,,,INSIG2_2
2411,,,STEAP3_1
2412,,,C2orf76_1
2413,,,DBI_1
2414,,,TMEM37_1
2415,,,CFAP221_1
2416,,,PTPN4_2
2417,,,PTPN4_1
2418,,,INHBB_1
2419,,,GLI2_1
2420,,,TFCP2L1_1
2421,,,NIFK_1
2422,,,TSN_2
2423,,,BIN1_1
2424,,,BIN1_2
2425,,,ERCC3_2
2426,,,LIMS2_1
2427,,,LIMS2_2
2428,,,UGGT1_1
2429,,,UGGT1_2
2430,,,SMPD4_2
2431,,,CCDC115_1
2432,,,PTPN18_1
2433,,,ARHGEF4_1
2434,,,FAM168B_1
2435,,,LYPD1_3
2436,,,LYPD1_2
2437,,,NCKAP5_2
2438,,,UBXN4_2
2439,,,CXCR4_2
2440,,,SPOPL_1
2441,,,SPOPL_2
2442,,,LRP1B_1
2443,,,GTDC1_2
2444,,,KIF5C_1
2445,,,RND3_1
2446,,,RIF1_2
2447,,,ARL5A_1
2448,,,ARL5A_2
2449,,,CACNB4_2
2450,,,STAM2_1
2451,,,STAM2_2
2452,,,GALNT13_2
2453,,,KCNJ3_1
2454,,,ACVR1C_1
2455,,,CCDC148_1
2456,,,PKP4_2
2457,,,DAPL1_1
2458,,,WDSUB1_2
2459,,,WDSUB1_1
2460,,,MARCH7_3
2461,,,BAZ2B_3
2462,,,MARCH7_1
2463,,,CD302_1
2464,,,RBMS1_3
2465,,,RBMS1_1
2466,,,TANK_1
2467,,,PSMD14_1
2468,,,TBR1_1
2469,,,DPP4_3
2470,,,DPP4_1
2471,,,GCA_1
2472,,,GRB14_1
2473,,,COBLL1_1
2474,,,COBLL1_2
2475,,,SCN9A_1
2476,,,SCN7A_1
2477,,,BBS5_1
2478,,,FASTKD1_2
2479,,,CCDC173_1
2480,,,SSB_2
2481,,,METTL5_1
2482,,,ERICH2_1
2483,,,GORASP2_1
2484,,,METTL8_2
2485,,,DYNC1I2_2
2486,,,DYNC1I2_1
2487,,,DLX1_2
2488,,,DLX1_1
2489,,,SP3_6
2490,,,SP3_4
2491,,,OLA1_1
2492,,,SCRN3_1
2493,,,GPR155_1
2494,,,WIPF1_1
2495,,,ATF2_2
2496,,,KIAA1715_1
