,sigmoid,discarded,continuous
695,SGMS2_2,,SNX19_1
696,HADH_1,,VPS26B_1
697,ANK2_3,,SLC6A12_4
698,C4orf3_1,,SLC6A12_2
699,NDUFC1_2,,CCND2_2
700,INPP4B_1,,RAD51AP1_1
701,NR3C2_3,,PLEKHG6_1
702,ARFIP1_1,,CHD4_2
703,TRIM2_4,,ACRBP_1
704,PALLD_1,,ZNF384_1
705,FBXO8_2,,PTMS_1
706,SORBS2_2,,EMG1_1
707,MRPL36_1,,C1R_2
708,MRPL36_2,,ATF7IP_1
709,NDUFS6_1,,HIST4H4_1
710,ROPN1L_1,,BHLHE41_4
711,TRIO_1,,KLHL42_3
712,FAM105A_1,,FAM60A_1
713,FAM134B_3,,C12orf72_1
714,FAM134B_2,,PRPF40B_1
715,PDZD2_2,,COX14_1
716,WDR70_2,,ATG101_1
717,DAB2_3,,SOAT2_2
718,NNT_1,,RARG_2
719,CCNO_1,,ATF7_1
720,CCNO_2,,HOXC12_1
721,SKIV2L2_2,,PYM1_1
722,SETD9_1,,RBMS2_1
723,OCLN_2,,RBMS2_2
724,POLK_1,,LRP1_1
725,WDR41_2,,CDK4_2
726,TMEM167A_1,,CYP27B1_3
727,FBXL17_1,,CTDSP2_1
728,SRP19_1,,CTDSP2_2
729,CEP120_2,,HMGA2_2
730,SLC12A2_1,,MDM2_3
731,SLC22A5_1,,CNOT2_2
732,AFF4_2,,CNOT2_1
733,ZCCHC10_2,,TSPAN8_3
734,UBE2D2_1,,TSPAN8_1
735,SPRY4_1,,METTL25_1
736,ARSI_1,,FGD6_1
737,SLU7_1,,VEZT_1
738,GABRB2_2,,ACTR6_2
739,NPM1_1,,ARL1_1
740,ATP6V0E1_1,,NUP37_1
741,NKX2-5_1,,HCFC2_1
742,DDX41_1,,TMEM263_1
743,FLT4_1,,CRY1_1
744,TRIM7_1,,PRDM4_1
745,FOXF2_2,,WSCD2_1
746,TUBB2B_3,,VPS29_1
747,SSR1_1,,CCDC63_1
748,CAGE1_2,,TMEM116_1
749,TBC1D7_1,,NAA25_1
750,GFOD1_1,,TAOK3_1
751,ATXN1_1,,DYNLL1_1
752,ATXN1_3,,HNF1A_1
753,E2F3_3,,B3GNT4_1
754,CDKAL1_2,,CCDC62_1
755,BTN2A1_1,,VPS37B_1
756,PGBD1_1,,PIWIL1_1
757,HLA-C_1,,EP400_1
758,NFKBIL1_2,,NOC4L_1
759,BAG6_1,,MPHOSPH8_2
760,EHMT2_2,,RASL11A_1
761,RNF5_2,,POLR1D_1
762,BRD2_4,,SLC7A1_1
763,UQCC2_1,,UBL3_2
764,TCP11_2,,UBL3_1
765,CLPSL2_1,,PDS5B_1
766,BRPF3_2,,KL_1
767,KCTD20_1,,DCLK1_2
768,CMTR1_1,,ALG5_1
769,CMTR1_3,,UFM1_1
770,GLO1_1,,LHFP_1
771,UBR2_2,,FOXO1_2
772,RRP36_1,,MRPS31_2
773,MRPL2_2,,RGCC_1
774,DLK2_1,,GPALPP1_1
775,TCTE1_1,,LRCH1_1
776,RUNX2_1,,SETDB2_1
777,CLIC5_1,,PHF11_2
778,LRRC1_1,,NEK3_2
779,LMBRD1_1,,SPRY2_1
780,MTO1_1,,DCT_1
781,SENP6_2,,STK24_1
782,LCA5_1,,ZIC2_1
783,PRSS35_1,,PCCA_2
784,ORC3_1,,ERCC5_4
785,CNR1_3,,ERCC5_1
786,MAP3K7_2,,F7_1
787,MAP3K7_1,,NDRG2_1
788,CCNC_1,,MRPL52_1
789,HACE1_1,,RBM23_1
790,PREP_1,,DHRS4_1
791,QRSL1_1,,IRF9_2
792,C6orf203_2,,TM9SF1_1
793,FYN_1,,NUBPL_1
794,FAM26E_1,,POLE2_1
795,RSPH4A_1,,RPL36AL_2
796,CEP85L_2,,DDHD1_1
797,CEP85L_4,,DDHD1_2
798,L3MBTL3_1,,C14orf37_1
799,AKAP7_1,,PSMA3_1
800,PEX7_1,,PRKCH_1
801,STX11_1,,PRKCH_3
802,SHPRH_2,,WDR89_2
803,ARID1B_3,,AKAP5_1
804,SERAC1_1,,CHURC1_1
805,GTF2H5_1,,FNTB_2
806,RSPH3_1,,SRSF5_1
807,NUDT1_3,,SMOC1_1
808,FTSJ2_1,,MED6_1
809,DAGLB_1,,ALDH6A1_1
810,ZNF12_1,,ISCA2_1
811,ARL4A_1,,FLVCR2_1
812,ETV1_1,,ISM2_1
813,ISPD_1,,ISM2_2
814,AHR_1,,SMEK1_3
815,KLHL7_1,,TC2N_2
816,MALSU1_1,,SERPINA10_2
817,FAM221A_1,,SYNE3_3
818,MPP6_1,,WARS_3
819,MPP6_2,,WDR25_3
820,SNX10_1,,CKB_2
821,SNX10_2,,ZFYVE21_1
822,SNX10_3,,PACS2_1
823,HOXA6_1,,ARHGAP11B_1
824,HOXA9_3,,FMN1_2
825,CREB5_1,,DPH6_1
826,MTURN_1,,MEIS2_1
827,ZNRF2_4,,SPINT1_1
828,NT5C3A_1,,FRMD5_2
829,ELMO1_1,,FAM227B_1
830,MRPS17_1,,USP8_1
831,MRPS17_2,,TNFAIP8L3_1
832,CRCP_2,,CYP19A1_3
833,TPST1_1,,DMXL2_3
834,RFC2_1,,DMXL2_1
835,YWHAG_1,,MAPK6_1
836,DYNC1I1_2,,RSL24D1_1
837,BAIAP2L1_1,,RFX7_3
838,TMEM130_1,,ADAM10_2
839,CUX1_2,,ADAM10_1
840,ALKBH4_1,,MYO1E_2
841,BCAP29_1,,BNIP2_2
842,DNAJB9_1,,TPM1_1
843,FOXP2_4,,APH1B_1
844,TES_1,,APH1B_2
845,KCND2_1,,PLEKHO2_1
846,KCND2_2,,HACD3_1
847,TSPAN12_1,,SMAD6_4
848,WASL_1,,PAQR5_1
849,IRF5_1,,LARP6_1
850,CEP41_1,,UBL7_1
851,MKLN1_2,,FAM219B_1
852,C7orf49_1,,PTPN9_2
853,ZYX_1,,ODF3L1_1
854,ACTR3C_1,,WDR61_1
855,FASTK_1,,AGPHD1_1
856,CRYGN_1,,NMB_1
857,SHH_1,,KIF7_2
858,PTPRN2_2,,WDR93_1
859,PTPRN2_1,,SEMA4B_2
860,FDFT1_1,,CHD2_3
861,FGF20_1,,NR2F2_4
862,SLC25A37_1,,NR2F2_2
863,EXTL3_2,,CHSY1_1
864,EXTL3_1,,METRN_2
865,DUSP4_2,,SOX8_1
866,RBPMS_1,,UBE2I_2
867,VDAC3_1,,UBE2I_1
868,LYN_1,,SPSB3_3
869,NSMAF_3,,NDUFB10_1
870,SLCO5A1_2,,RPS2_1
871,RUNX1T1_4,,TRAF7_2
872,PDP1_1,,ECI1_1
873,ESRP1_1,,ZNF263_2
874,PLEKHF2_1,,SLX4_1
875,PLEKHF2_2,,ABAT_3
876,ZNF706_2,,EMP2_1
877,ZNF706_1,,GSPT1_1
878,SYBU_1,,MYH11_2
879,KCNV1_1,,ANKS4B_1
880,DEPTOR_1,,METTL9_1
881,FBXO32_1,,C16orf52_1
882,MYC_3,,EEF2K_1
883,ST3GAL1_2,,POLR3E_2
884,PSCA_3,,AQP8_1
885,ZC3H3_2,,SPNS1_1
886,EEF1D_2,,PAGR1_2
887,VLDLR_3,,PAGR1_3
888,VLDLR_1,,DOC2A_1
889,PTPRD_1,,TBX6_2
890,MTAP_1,,ZNF747_1
891,CDKN2B_1,,C16orf87_1
892,TRPM3_3,,HEATR3_1
893,CDK20_1,,CHD9_1
894,CDK20_2,,LPCAT2_1
895,TDRD7_2,,CES2_1
896,TDRD7_1,,TPPP3_3
897,ANP32B_1,,CTCF_1
898,ALG2_1,,ACD_2
899,CDC26_1,,ACD_3
900,C9orf91_1,,ENKD1_1
901,RC3H2_1,,ESRP2_1
902,ZBTB6_2,,CDH1_1
903,NEK6_1,,PDF_2
904,NEK6_2,,VAC14_1
905,MAPKAP1_1,,TXNL4B_2
906,ZBTB34_2,,GLG1_1
907,ZBTB34_1,,TMEM170A_1
908,RALGPS1_1,,CHST6_1
909,CDK9_1,,SDR42E1_1
910,SWI5_1,,HSD17B2_1
911,RALGDS_7,,HSD17B2_2
912,MED22_1,,HSDL1_1
913,SURF1_1,,MBTPS1_1
914,ADAMTSL2_2,,USP10_1
915,NOXA1_1,,EMC8_1
916,ENTPD8_1,,C16orf95_3
917,DIP2C_1,,TUBB3_1
918,WDR37_4,,SMYD4_1
919,GDI2_1,,UBE2G1_2
920,TAF3_1,,UBE2G1_1
921,CCDC3_1,,ARRB2_2
922,ABI1_1,,ARRB2_1
923,ACBD5_2,,XAF1_1
924,SVIL_3,,C17orf49_3
925,SVIL_1,,GABARAP_2
926,CUL2_2,,GABARAP_1
927,HNRNPF_3,,EIF5A_4
928,RASGEF1A_1,,EIF5A_5
929,ALOX5_1,,POLR2A_1
930,MARCH8_2,,TNFSF12_1
931,WASHC2C_1,,WRAP53_2
932,RHOBTB1_1,,KRBA2_1
933,ANAPC16_1,,RPL26_1
934,KCNMA1_1,,ALKBH5_2
935,FAM213A_1,,B9D1_1
936,IFIT5_1,,KIAA0100_1
937,IFIT5_3,,RPL23A_1
938,TCTN3_1,,PHF12_1
939,UBTD1_2,,ADAP2_1
940,GOT1_1,,COPRS_1
941,BLOC1S2_1,,C17orf75_1
942,ZDHHC6_1,,TMEM98_2
943,C10orf82_2,,TMEM98_1
944,HSPA12A_1,,LIG3_1
945,VAX1_2,,CCT6B_2
946,DMBT1_1,,RDM1_1
947,C10orf88_1,,CCL15_1
948,C10orf88_2,,GGNBP2_1
949,PSTK_2,,SYNRG_1
950,CHST15_1,,HNF1B_1
951,OAT_1,,CISD3_1
952,METTL10_1,,PCGF2_2
953,RASSF7_1,,PSMB3_1
954,TALDO1_1,,FBXO47_1
955,CHID1_1,,RPL19_2
956,MUC5B_1,,PSMD3_1
957,BRSK2_2,,NR1D1_2
958,IFITM10_3,,JUP_1
959,TRIM68_1,,NT5C3B_1
960,TRIM5_1,,TTC25_1
961,APBB1_1,,CNTNAP1_3
962,ARFIP2_1,,EZH1_1
963,TIMM10B_3,,WNK4_1
964,ZNF214_1,,WNK4_2
965,PPFIBP2_1,,ARL4D_1
966,TEAD1_1,,ASB16_1
967,COPB1_1,,ASB16_2
968,TMEM86A_1,,KIF18B_1
969,SLC17A6_3,,NMT1_1
970,LGR4_1,,HEXIM2_1
971,CD82_1,,HOXB4_7
972,MDK_2,,HOXB4_3
973,NUP160_1,,HOXB6_1
974,SLC43A1_2,,SNF8_1
975,SLC43A1_3,,NXPH3_2
976,UBE2L6_3,,LUC7L3_1
977,SYT7_2,,SPAG9_3
978,SYT7_1,,TMEM100_1
979,METTL12_2,,SCPEP1_1
980,HRASLS5_1,,TRIM37_2
981,RTN3_1,,RNFT1_1
982,FKBP2_2,,CYB561_1
983,ZFPL1_1,,CSHL1_1
984,CAPN1_4,,AXIN2_5
985,CAPN1_2,,PITPNC1_3
986,CDC42EP2_1,,KCTD2_2
987,SF3B2_1,,ST6GALNAC2_1
988,KLC2_2,,ST6GALNAC2_5
989,PELI3_1,,SEPT9_2
990,RHOD_1,,SEPT9_3
991,POLD4_7,,SYNGR2_1
992,POLD4_2,,LGALS3BP_1
993,POLD4_4,,C1QTNF1_1
994,PITPNM1_2,,CBX2_1
995,ALDH3B1_1,,ENDOV_1
996,FCHSD2_2,,FAAP100_1
997,WNT11_1,,SLC25A10_3
998,GAB2_1,,CCDC57_2
999,DLG2_1,,CSNK1D_1
1000,SYTL2_1,,ZBTB14_1
1001,PICALM_1,,MTCL1_1
1002,C11orf54_1,,IMPA2_2
1003,ENDOD1_1,,PSMG2_1
1004,DYNC2H1_1,,RBBP8_2
1005,DYNC2H1_2,,ZNF24_1
1006,AASDHPPT_1,,HDHD2_1
1007,RBM7_1,,CFAP53_1
1008,PCSK7_2,,POLI_1
1009,SCN4B_2,,TCF4_2
1010,MPZL2_1,,CDH7_4
1011,RPS25_1,,CBARP_2
1012,CBL_2,,OAZ1_5
1013,CBL_1,,THOP1_1
1014,SC5D_1,,NFIC_2
1015,NRGN_1,,SMIM24_1
1016,TMEM218_1,,MAP2K2_1
1017,ETS1_1,,SHD_2
1018,RAD52_2,,FSD1_1
1019,FKBP4_1,,UHRF1_3
1020,LTBR_1,,SAFB2_1
1021,PTMS_3,,DUS3L_1
1022,RIMKLB_1,,ACER1_1
1023,KLRG1_2,,CLPP_1
1024,ETV6_2,,CAMSAP3_1
1025,CASC1_1,,PCP2_1
1026,LYRM5_1,,ZNF426_1
1027,ALG10B_1,,UBL5_1
1028,KIF21A_1,,PIN1_2
1029,PUS7L_1,,COL5A3_1
1030,LMBR1L_2,,ICAM3_1
1031,LMBR1L_1,,CDC37_1
1032,SPATS2_1,,PDE4A_2
1033,COX14_2,,YIPF2_1
1034,METTL7A_2,,C19orf52_1
1035,TFCP2_1,,SMARCA4_1
1036,SMAGP_1,,LDLR_2
1037,TFCP2_2,,ZNF844_1
1038,SMAGP_2,,ZNF20_1
1039,CSAD_1,,ZNF563_2
1040,CSAD_3,,ASNA1_1
1041,SP1_2,,DNASE2_1
1042,CALCOCO1_2,,SAMD1_1
1043,HOXC9_4,,CYP4F12_2
1044,HOXC4_1,,ZNF682_1
1045,HOXC6_2,,ZNF708_1
1046,NFE2_1,,PDCD2L_1
1047,ITGA5_1,,LSR_2
1048,NCKAP1L_2,,ZNF527_1
1049,MUCL1_1,,ZNF571_2
1050,ITGA7_1,,CATSPERG_2
1051,GDF11_1,,CATSPERG_1
1052,GDF11_2,,MED29_1
1053,TIMELESS_1,,LGALS14_2
1054,ZBTB39_2,,C19orf47_1
1055,ZBTB39_1,,CEACAM5_2
1056,NDUFA4L2_2,,ZNF224_2
1057,DCTN2_1,,IGSF23_1
1058,LRIG3_1,,PVR_1
1059,TMEM5_2,,PVR_3
1060,TBC1D30_4,,CKM_1
1061,HMGA2_3,,ARHGAP35_1
1062,CPSF6_1,,ELSPBP1_1
1063,CNOT2_4,,SYNGR4_2
1064,ZFC3H1_1,,NOSIP_1
1065,THAP2_2,,BCL2L12_2
1066,CAPS2_1,,IRF3_2
1067,CCDC59_2,,AKT1S1_4
1068,C12orf29_1,,IL4I1_2
1069,CDK17_1,,NUP62_1
1070,APAF1_2,,POLD1_1
1071,ACTR6_1,,KLK12_2
1072,GAS2L3_1,,KLK12_1
1073,C12orf73_3,,ZNF432_2
1074,C12orf75_1,,ZNF83_1
1075,WSCD2_2,,TMC4_1
1076,MVK_1,,RPS9_1
1077,C12orf49_1,,RDH13_1
1078,CCDC64_1,,DNAAF3_2
1079,MORN3_1,,ZNF628_1
1080,DDX55_1,,ZNF524_3
1081,NCOR2_4,,U2AF2_3
1082,DHX37_1,,ZNF71_1
1083,POLE_2,,ZNF543_1
1084,LNX2_4,,ZNF551_2
1085,SPG20_1,,ZNF256_1
1086,FOXO1_1,,ZNF329_1
1087,MTRF1_1,,ZNF8_1
1088,ENOX1_1,,SRXN1_7
1089,TSC22D1_2,,SRXN1_1
1090,TRIM13_2,,SLC52A3_1
1091,RNASEH2B_1,,ZNF343_1
1092,WDFY2_1,,IDH3B_1
1093,DCT_2,,LZTS3_1
1094,IRS2_2,,SLC23A2_1
1095,CARS2_1,,TMEM230_1
1096,LAMP1_1,,ANKEF1_1
1097,TFDP1_1,,FOXA2_4
1098,TFDP1_3,,TTLL9_1
1099,CCNB1IP1_1,,TTLL9_4
1100,CDH24_1,,KIF3B_1
1101,BCL2L2_1,,GGT7_1
1102,CBLN3_2,,SPAG4_2
1103,KHNYN_2,,RBM39_1
1104,PPP2R3C_2,,PLCG1_2
1105,KIAA0391_2,,SGK2_2
1106,SEC23A_1,,IFT52_1
1107,TRAPPC6B_1,,HNF4A_3
1108,FBXO33_1,,HNF4A_1
1109,L2HGDH_1,,HNF4A_2
1110,TIMM9_2,,SYS1_1
1111,KIAA0586_1,,DBNDD2_7
1112,SPTB_1,,SLC9A8_2
1113,EIF2S1_2,,SLC9A8_1
1114,VTI1B_2,,PTPN1_1
1115,PLEKHD1_2,,PFDN4_2
1116,MAP3K9_2,,PCK1_1
1117,TDP1_2,,RAB22A_1
1118,TMEM251_1,,GNAS_1
1119,C14orf132_1,,OSBPL2_1
1120,VRK1_1,,PRPF6_2
1121,MOK_1,,LTN1_1
1122,KLC1_1,,HUNK_1
1123,C14orf2_1,,IFNAR1_1
1124,RTF1_2,,BACE2_1
1125,SERF2_1,,TFF1_1
1126,MYO5A_1,,PKNOX1_2
1127,MYO5A_2,,PFKL_1
1128,RAB27A_1,,TSPEAR_2
1129,PIGB_2,,RANBP1_1
1130,ZNF280D_1,,SLC7A4_1
1131,ZNF280D_3,,PPIL2_2
1132,MYO9A_2,,VPREB1_1
1133,BBS4_1,,VPREB3_1
1134,MPI_1,,MMP11_1
1135,AEN_1,,CABIN1_2
1136,RCCD1_5,,C22orf31_1
1137,SLCO3A1_2,,TCN2_3
1138,MEF2A_2,,LARGE_3
1139,ALDH1A3_1,,HMOX1_1
1140,TARSL2_1,,RBFOX2_4
1141,RHBDL1_2,,TXN2_2
1142,CCDC78_1,,ZC3H7B_1
1143,HAGHL_2,,CSDC2_2
1144,UNKL_1,,TTLL12_1
1145,HAGH_1,,GTSE1_3
1146,RNPS1_1,,CRELD2_2
1147,C16orf59_1,,MLC1_2
1148,ATP6V0C_1,,CHKB_1
1149,AMDHD2_2,,VAMP3_1
1150,ABCA3_4,,MTOR_1
1151,FLYWCH2_2,,ZNF436_3
1152,TRAP1_1,,TMEM50A_1
1153,METTL22_1,,SEPN1_1
1154,SYT17_1,,EYA3_1
1155,PDZD9_1,,PEF1_1
1156,SCNN1G_1,,KHDRBS1_1
1157,PLK1_1,,AK2_1
1158,SBK1_1,,ZMYM6_2
1159,KIF22_1,,MYCL_1
1160,PRRT2_2,,HYI_2
1161,ZNF764_1,,HYI_1
1162,PHKG2_2,,POMGNT1_1
1163,BCL7C_1,,MIER1_2
1164,STX4_1,,MIER1_3
1165,STX4_2,,ZNF644_4
1166,ZNF668_2,,GLMN_1
1167,CBLN1_1,,DNTTIP2_1
1168,CYLD_1,,ALG14_2
1169,POLR2C_1,,AMPD2_1
1170,GINS3_1,,JTB_3
1171,B3GNT9_2,,THBS3_1
1172,HAS3_1,,MTX1_2
1173,PDF_3,,HAPLN2_1
1174,NQO1_1,,ARHGEF11_6
1175,ZNRF1_3,,ARHGEF11_1
1176,ZNRF1_1,,ARHGEF11_5
1177,ZNRF1_2,,KIFAP3_1
1178,BCAR1_1,,CENPL_3
1179,CNTNAP4_1,,ASPM_1
1180,CNTNAP4_5,,RAB29_2
1181,COTL1_1,,TMEM18_1
1182,COTL1_2,,RSAD2_2
1183,GSE1_2,,RRM2_1
1184,C16orf74_2,,MATN3_1
1185,APRT_2,,KHK_2
1186,ZNF276_1,,EPCAM_1
1187,C17orf97_1,,ACYP2_1
1188,RTN4RL1_1,,CFAP36_1
1189,PAFAH1B1_4,,LGALSL_1
1190,CHRNE_4,,TGFA_3
1191,WSCD1_4,,ZNF638_2
1192,WSCD1_1,,CYP26B1_3
1193,FAM64A_1,,DOK1_1
1194,SLC16A11_2,,UNC50_2
1195,SENP3_1,,EPC2_1
1196,CNTROB_1,,DFNB59_2
1197,VAMP2_6,,SSFA2_1
1198,MYH10_1,,SSFA2_2
1199,USP43_1,,PGAP1_1
1200,SCO1_1,,CNPPD1_3
1201,DNAH9_1,,DUSP28_2
1202,ZSWIM7_1,,PASK_2
1203,MAPK7_1,,RFTN1_3
1204,FLOT2_1,,FYCO1_1
1205,AP2B1_1,,GMPPB_1
1206,PCGF2_3,,VPRBP_1
1207,CACNB1_1,,RYBP_1
1208,PGAP3_1,,ROBO2_1
1209,RAPGEFL1_1,,ROBO2_2
1210,KRT36_1,,CPOX_1
1211,STAT3_1,,DTX3L_2
1212,AOC3_1,,DTX3L_1
1213,RPL27_2,,MBNL1_1
1214,PNPO_1,,GMPS_1
1215,NFE2L1_1,,CLDN11_5
1216,EME1_1,,MCCC1_1
1217,HLF_2,,VWA5B2_1
1218,VEZF1_1,,CEP19_1
1219,SRSF1_3,,TACC3_3
1220,NOL11_1,,BST1_1
1221,MAP2K6_2,,PAICS_3
1222,KCNJ2_1,,NOA1_1
1223,SLC39A11_1,,RCHY1_2
1224,SLC39A11_2,,MANBA_2
1225,HID1_1,,UGT8_1
1226,ACOX1_1,,SPRY1_2
1227,METTL23_2,,MAML3_1
1228,SEC14L1_3,,SH3RF1_1
1229,SEPT9_4,,TLR3_1
1230,SLC26A11_1,,SUB1_1
1231,CEP131_1,,ITGA2_2
1232,STRA13_1,,PLK2_1
1233,NARF_2,,DEPDC1B_2
1234,EMILIN2_2,,LHFPL2_2
1235,LPIN2_2,,ARSB_1
1236,ANKRD12_1,,ARSB_2
1237,ANKRD12_3,,ARSB_3
1238,TWSG1_1,,NR2F1_1
1239,TUBB6_2,,CAST_2
1240,TUBB6_1,,ISOC1_1
1241,SEH1L_1,,TCF7_2
1242,ESCO1_1,,FAM53C_1
1243,TAF4B_1,,ADRB2_1
1244,DSC2_1,,LARP1_2
1245,DTNA_5,,LARP1_1
1246,MAPRE2_1,,SPDL1_2
1247,SETBP1_2,,BNIP1_1
1248,HAUS1_1,,MXD3_1
1249,C18orf54_1,,CLK4_2
1250,SERPINB8_1,,ZNF354A_1
1251,ZNF236_4,,SLC22A23_1
1252,MBP_1,,PRPF4B_1
1253,NDUFS7_2,,PRPF4B_2
1254,MBD3_1,,RANBP9_2
1255,MBD3_2,,GMPR_1
1256,CSNK1G2_2,,KDM1B_1
1257,SLC39A3_1,,PRRC2A_1
1258,CCDC94_1,,HSPA1A_1
1259,RFX2_2,,RNF5_1
1260,GPR108_1,,C6orf106_1
1261,INSR_2,,C6orf106_2
1262,PNPLA6_5,,PIM1_1
1263,MAP2K7_1,,KLC4_1
1264,KEAP1_1,,MRPS18A_1
1265,AP1M2_1,,UFL1_1
1266,ZNF433_3,,SNX3_1
1267,TRMT1_1,,SMPD2_1
1268,CCDC130_2,,EZR_2
1269,ADGRE2_1,,TCP1_1
1270,BRD4_3,,MRPL18_1
1271,TPM4_2,,ITGB8_5
1272,CYP4F11_2,,HOXA13_1
1273,CYP4F11_1,,HIBADH_1
1274,PLVAP_1,,CHN2_2
1275,MVB12A_2,,PLEKHA8_1
1276,SLC25A42_1,,CAPZA2_1
1277,CCNE1_2,,BPGM_1
1278,CEP89_1,,FGL1_1
1279,HPN_1,,RPS20_2
1280,PSENEN_4,,NSMAF_2
1281,PROSER3_1,,NSMAF_1
1282,ZNF565_2,,AGO2_1
1283,ZNF585A_2,,MFSD3_1
1284,ZNF585A_1,,FANCG_2
1285,ZNF540_1,,VPS13A_1
1286,SPINT2_1,,DAPK1_3
1287,ECH1_1,,DNAJC25_1
1288,DLL3_1,,CDK5RAP2_1
1289,ZNF546_1,,ZBTB26_1
1290,C19orf47_3,,ZBTB6_1
1291,C19orf47_2,,DENND1A_2
1292,ITPKC_2,,DENND1A_1
1293,ITPKC_1,,STXBP1_1
1294,GSK3A_1,,C9orf16_1
1295,CNFN_1,,C9orf114_1
1296,ZNF428_3,,ABL1_2
1297,ZNF221_1,,LARP4B_1
1298,ZNF235_1,,NUDT5_1
1299,RELB_1,,ARHGAP21_1
1300,ERCC1_2,,SGMS1_6
1301,GPR4_1,,DNAJB12_1
1302,LMTK3_2,,FAS_2
1303,NUCB1_1,,LCOR_1
1304,DHDH_1,,LCOR_4
1305,FTL_1,,CTR9_1
1306,PPFIA3_3,,CSTF3_1
1307,PPFIA3_2,,RAG1_1
1308,DKKL1_2,,CRY2_1
1309,ZNF613_2,,CDCA5_1
1310,CACNG6_2,,CDCA5_3
1311,BRSK1_2,,CDCA5_2
1312,KMT5C_1,,TMEM134_1
1313,RPL28_1,,RELT_1
1314,ISOC2_1,,SPCS2_1
1315,ZNF580_4,,PRCP_1
1316,ZNF581_3,,FDX1_2
1317,ZNF211_1,,ATN1_1
1318,ZNF551_1,,SLC2A3_1
1319,ZNF551_3,,NECAP1_1
1320,RPS5_1,,M6PR_2
1321,UBE2M_2,,LRMP_1
1322,C20orf96_1,,LRMP_4
1323,ANGPT4_1,,BHLHE41_1
1324,PSMF1_1,,ZNF641_1
1325,POLR3F_1,,CACNB3_1
1326,CTNNBL1_1,,SMARCC2_1
1327,FAM83D_1,,SMARCC2_2
1328,LPIN3_1,,CCDC38_2
1329,SRSF6_1,,CCDC38_1
1330,SYS1_2,,AMDHD1_1
1331,WFDC2_1,,IGF1_2
1332,SULF2_1,,TXNRD1_1
1333,PTGIS_1,,RITA1_3
1334,CYP24A1_1,,RITA1_1
1335,RAE1_1,,RITA1_2
1336,STX16_4,,HIP1R_1
1337,UCKL1_1,,UBC_1
1338,SAMD10_2,,PDS5B_2
1339,CXADR_1,,PHF11_1
1340,ATP5J_1,,SUGT1_1
1341,BACH1_2,,KLF12_3
1342,EVA1C_3,,APEX1_1
1343,ERG_2,,METTL17_2
1344,SH3BGR_2,,OXA1L_1
1345,LCA5L_1,,CEBPE_2
1346,PCP4_1,,SLC7A8_2
1347,TMPRSS2_1,,AP4S1_3
1348,ZBTB21_1,,AP4S1_1
1349,RSPH1_1,,FBXO33_2
1350,C21orf2_3,,NEMF_1
1351,FAM207A_1,,ESR2_1
1352,POFUT2_1,,C14orf145_2
1353,SLC19A1_3,,C14orf159_3
1354,IL17RA_1,,ITPK1_3
1355,CLTCL1_1,,ITPK1_2
1356,TRMT2A_2,,OTUB2_1
1357,ZDHHC8_1,,IFI27L1_1
1358,AIFM3_1,,BTBD6_1
1359,YPEL1_1,,MTA1_2
1360,VPREB1_2,,RHOV_1
1361,SPECC1L_4,,NEDD4_2
1362,XBP1_1,,NEDD4_3
1363,SEC14L2_1,,PIAS1_1
1364,PES1_1,,NEO1_1
1365,DUSP18_1,,ARID3B_1
1366,DRG1_1,,MTHFS_2
1367,SFI1_2,,EFL1_1
1368,SFI1_1,,MRPL28_2
1369,MCM5_1,,MRPL28_1
1370,CDC42EP1_1,,UBN1_1
1371,NOL12_1,,MVP_1
1372,NOL12_4,,TPPP3_2
1373,CSNK1E_7,,ZDHHC1_1
1374,CSNK1E_2,,TAT_1
1375,SUN2_3,,MON1B_2
1376,MIEF1_1,,MIS12_3
1377,FAM83F_3,,MIS12_2
1378,L3MBTL2_1,,NTN1_1
1379,TEF_1,,PEMT_1
1380,ARFGAP3_1,,C17orf75_2
1381,BIK_1,,RAD51D_1
1382,PNPLA3_1,,RAD51D_2
1383,PPP6R2_1,,NLE1_1
1384,PADI2_1,,CNTNAP1_2
1385,FNDC5_1,,FTSJ3_1
1386,ZNF684_2,,PRR29_1
1387,SSBP3_1,,BPTF_2
1388,CACHD1_2,,P4HB_2
1389,PLEKHO1_2,,TPGS2_2
1390,ARF1_1,,R3HDM4_1
1391,HHATL_2,,TMEM259_1
1392,TACC3_1,,C19orf79_1
1393,BANK1_1,,ELAVL1_1
1394,OCLN_1,,FBXL12_2
1395,RANBP9_1,,PDE4A_4
1396,HMGN3_1,,QTRT1_1
1397,HOXA5_1,,ZNF490_1
1398,HOXA9_1,,WDR83_1
1399,NCALD_2,,GIPC1_1
1400,MASTL_2,,ADGRE2_2
1401,EPC1_1,,RAB8A_1
1402,ZBED5_2,,POP4_1
1403,EIF4G2_2,,TYROBP_1
1404,ZBED5_1,,HNRNPL_1
1405,FAM89B_2,,ZNF227_1
1406,ARAP1_1,,GIPR_1
1407,DDX25_2,,TMEM143_2
1408,NRIP2_1,,FUZ_1
1409,TUBA1A_2,,FAM71E1_1
1410,CMKLR1_1,,TMC4_2
1411,CMKLR1_2,,U2AF2_1
1412,DCAF5_4,,ZNF460_2
1413,ELMSAN1_2,,ZNF586_1
1414,NMB_3,,CSNK2A1_1
1415,ZNF267_1,,RRBP1_1
1416,NIP7_2,,SEC23B_2
1417,MLX_1,,TRPC4AP_1
1418,BRCA1_4,,DLGAP4_1
